Name: target_1, Result: ((c & (~ d)) ^ (((- 1) * c) + d)), Size: 11, OrigSize: 79, VarNum: 2, IsPoly: false, AlterOrig: 2, AlterDeob: 1, RuleNumber: 352, RuleCount: 6, LinearReduce: 19, SynthReduce: 49, RuleReduce: 11, Time: 27.000000
Name: target_114, Result: (((~ ((((- b) - e) - (((- b) | (~ e)) << 1)) - 2)) - (~ 0)) & (b - (e | b))), Size: 24, OrigSize: 131, VarNum: 2, IsPoly: false, AlterOrig: 21, AlterDeob: 2, RuleNumber: 352, RuleCount: 7, LinearReduce: 8, SynthReduce: 59, RuleReduce: 64, Time: 33.000000
Name: target_115, Result: (((e | b) | (b + e)) * (((((~ b) + 1) - e) - (((- b) - b) | ((~ e) << 1))) - 2)), Size: 26, OrigSize: 221, VarNum: 2, IsPoly: false, AlterOrig: 28, AlterDeob: 3, RuleNumber: 352, RuleCount: 17, LinearReduce: 11, SynthReduce: 6, RuleReduce: 204, Time: 26.000000
Name: target_116, Result: (b - 2), Size: 3, OrigSize: 67, VarNum: 2, IsPoly: false, AlterOrig: 5, AlterDeob: 0, RuleNumber: 352, RuleCount: 4, LinearReduce: 45, SynthReduce: 11, RuleReduce: 11, Time: 22.000000
Name: target_117, Result: (- ((b | c) & (c + c))), Size: 8, OrigSize: 36, VarNum: 2, IsPoly: false, AlterOrig: 5, AlterDeob: 2, RuleNumber: 352, RuleCount: 6, LinearReduce: 12, SynthReduce: 0, RuleReduce: 24, Time: 42.000000
Name: target_118, Result: (((((((((c & (~ ((~ a) + 1))) << 1) - (c ^ ((~ a) + 1))) + (e * c)) + 1) + (((- (((c & (~ ((~ a) + 1))) << 1) - (c ^ ((~ a) + 1)))) - 1) | ((- (e * c)) - 1))) ^ (~ (((a - (e * e)) - ((a | (~ (e * e))) << 1)) - 2))) + ((((((((c & (~ ((~ a) + 1))) << 1) - (c ^ ((~ a) + 1))) + (e * c)) + 1) + (((- (((c & (~ ((~ a) + 1))) << 1) - (c ^ ((~ a) + 1)))) - 1) | ((- (e * c)) - 1))) | (((a - (e * e)) - ((a | (~ (e * e))) << 1)) - 2)) + (((((((c & (~ ((~ a) + 1))) << 1) - (c ^ ((~ a) + 1))) + (e * c)) + 1) + (((- (((c & (~ ((~ a) + 1))) << 1) - (c ^ ((~ a) + 1)))) - 1) | ((- (e * c)) - 1))) | (((a - (e * e)) - ((a | (~ (e * e))) << 1)) - 2)))) + 1), Size: 203, OrigSize: 371, VarNum: 3, IsPoly: false, AlterOrig: 21, AlterDeob: 21, RuleNumber: 352, RuleCount: 12, LinearReduce: 0, SynthReduce: 0, RuleReduce: 371, Time: 26.000000
Name: target_119, Result: ((((~ a) & (- a)) ^ (((e * a) ^ ((0 << 1) - 0)) - (((~ (e * a)) & ((0 << 1) - 0)) + ((~ (e * a)) & ((0 << 1) - 0))))) - ((((a - 1) | a) & (((e * a) ^ ((0 << 1) - 0)) - (((~ (e * a)) & ((0 << 1) - 0)) + ((~ (e * a)) & ((0 << 1) - 0))))) << 1)), Size: 77, OrigSize: 1110, VarNum: 2, IsPoly: false, AlterOrig: 81, AlterDeob: 14, RuleNumber: 352, RuleCount: 26, LinearReduce: 246, SynthReduce: 3, RuleReduce: 861, Time: 26.000000
Name: target_12, Result: ((((((d * d) ^ (d | e)) - (((~ (d * d)) & (d | e)) + ((~ (d * d)) & (d | e)))) * 0) + (~ ((((d + ((~ e) + 1)) + 1) + ((~ d) | ((- 1) + e))) & d))) + 1), Size: 49, OrigSize: 664, VarNum: 2, IsPoly: false, AlterOrig: 64, AlterDeob: 7, RuleNumber: 352, RuleCount: 26, LinearReduce: 74, SynthReduce: 6, RuleReduce: 584, Time: 26.000000
Name: target_120, Result: (((1 - c) - a) + ((~ ((- (c - (~ a))) + 1)) | (((((- d) | d) + (c ^ d)) + 1) + ((((- d) & d) - 1) | (~ (c ^ d)))))), Size: 37, OrigSize: 74, VarNum: 3, IsPoly: false, AlterOrig: 10, AlterDeob: 5, RuleNumber: 352, RuleCount: 8, LinearReduce: 4, SynthReduce: 9, RuleReduce: 61, Time: 28.000000
Name: target_121, Result: ((c | b) & (b * b)), Size: 7, OrigSize: 83, VarNum: 2, IsPoly: false, AlterOrig: 8, AlterDeob: 1, RuleNumber: 352, RuleCount: 9, LinearReduce: 7, SynthReduce: 13, RuleReduce: 63, Time: 10.000000
Name: target_122, Result: ((((a - (a * a)) - ((a | (~ (a * a))) << 1)) - 2) ^ (~ (a | d))), Size: 21, OrigSize: 121, VarNum: 2, IsPoly: false, AlterOrig: 4, AlterDeob: 2, RuleNumber: 352, RuleCount: 8, LinearReduce: 4, SynthReduce: 0, RuleReduce: 117, Time: 30.000000
Name: target_123, Result: ((((c - e) - ((c | (~ e)) << 1)) - 2) ^ c), Size: 14, OrigSize: 41, VarNum: 2, IsPoly: false, AlterOrig: 0, AlterDeob: 0, RuleNumber: 352, RuleCount: 1, LinearReduce: 6, SynthReduce: 0, RuleReduce: 35, Time: 27.000000
Name: target_124, Result: ((d | (((((- 2) * a) + e) - (((1 | e) << 1) | ((~ a) << 2))) - 2)) & ((((- 1) * (d ^ (~ ((~ a) | (d ^ e))))) ^ (d * a)) - (((~ ((- 1) * (d ^ (~ ((~ a) | (d ^ e)))))) & (d * a)) + ((~ ((- 1) * (d ^ (~ ((~ a) | (d ^ e)))))) & (d * a))))), Size: 74, OrigSize: 359, VarNum: 3, IsPoly: false, AlterOrig: 44, AlterDeob: 10, RuleNumber: 352, RuleCount: 88, LinearReduce: 23, SynthReduce: 1, RuleReduce: 335, Time: 30.000000
Name: target_125, Result: ((((c & (- d)) | (c & d)) + ((d * d) & (c + ((- 1) * e)))) + (((- ((d * d) & (c - e))) + (- 1)) | ((- (((c & (- d)) | (c & d)) + (- 1))) + (- 1)))), Size: 47, OrigSize: 191, VarNum: 3, IsPoly: false, AlterOrig: 23, AlterDeob: 3, RuleNumber: 352, RuleCount: 28, LinearReduce: 25, SynthReduce: 3, RuleReduce: 163, Time: 28.000000
Name: target_126, Result: ((((2 + (e ^ (- e))) + (e ^ (- c))) - (2 ^ 1)) + 1), Size: 17, OrigSize: 82, VarNum: 2, IsPoly: false, AlterOrig: 7, AlterDeob: 2, RuleNumber: 352, RuleCount: 15, LinearReduce: 3, SynthReduce: 48, RuleReduce: 31, Time: 27.000000
Name: target_128, Result: ((b & (b * b)) ^ (1 ^ b)), Size: 9, OrigSize: 104, VarNum: 1, IsPoly: false, AlterOrig: 8, AlterDeob: 0, RuleNumber: 352, RuleCount: 7, LinearReduce: 0, SynthReduce: 8, RuleReduce: 96, Time: 26.000000
Name: target_129, Result: ((- ((~ d) | (d - c))) - 1), Size: 9, OrigSize: 39, VarNum: 2, IsPoly: false, AlterOrig: 4, AlterDeob: 2, RuleNumber: 352, RuleCount: 10, LinearReduce: 9, SynthReduce: 3, RuleReduce: 27, Time: 45.000000
Name: target_13, Result: (((((b * b) - (b + b)) - (((b * b) | (~ (b + b))) + ((b * b) | (~ (b + b))))) - 2) & (((- (((a ^ (~ (b * b))) + ((a | (b * b)) << 1)) + 1)) - 1) * b)), Size: 49, OrigSize: 527, VarNum: 2, IsPoly: false, AlterOrig: 31, AlterDeob: 6, RuleNumber: 352, RuleCount: 57, LinearReduce: 20, SynthReduce: 0, RuleReduce: 507, Time: 29.000000
Name: target_130, Result: (((((- 1) * a) + e) + ((- (e & (- c))) | (a - e))) / (~ 0)), Size: 19, OrigSize: 72, VarNum: 3, IsPoly: false, AlterOrig: 10, AlterDeob: 3, RuleNumber: 352, RuleCount: 4, LinearReduce: 35, SynthReduce: 16, RuleReduce: 21, Time: 41.000000
Name: target_131, Result: (((((- 1) + ((- 2) * c)) + ((- 2) * d)) + (3 * (c & d))) * (c ^ d)), Size: 22, OrigSize: 937, VarNum: 2, IsPoly: false, AlterOrig: 116, AlterDeob: 1, RuleNumber: 352, RuleCount: 55, LinearReduce: 151, SynthReduce: 0, RuleReduce: 786, Time: 44.000000
Name: target_132, Result: ((- a) ^ ((((- e) | (a ^ (~ e))) + (e - 1)) + 1)), Size: 16, OrigSize: 89, VarNum: 2, IsPoly: false, AlterOrig: 10, AlterDeob: 2, RuleNumber: 352, RuleCount: 34, LinearReduce: 13, SynthReduce: 6, RuleReduce: 70, Time: 45.000000
Name: target_133, Result: ((~ d) | (b - 1)), Size: 6, OrigSize: 13, VarNum: 2, IsPoly: false, AlterOrig: 3, AlterDeob: 1, RuleNumber: 352, RuleCount: 5, LinearReduce: 0, SynthReduce: 2, RuleReduce: 11, Time: 6.000000
Name: target_134, Result: ((((- ((((1 + c) + e) + (c & e)) + ((~ (c + e)) | (~ (e & c))))) + (((e * e) + (~ (e ^ (c + e)))) + 1)) + 1) + (((~ 0) ^ ((e * e) - (e ^ (c + e)))) | (~ (- ((((1 + c) + e) + (c & e)) + ((~ (c & e)) | (~ (c + e)))))))), Size: 70, OrigSize: 191, VarNum: 2, IsPoly: false, AlterOrig: 15, AlterDeob: 11, RuleNumber: 352, RuleCount: 211, LinearReduce: 34, SynthReduce: 0, RuleReduce: 157, Time: 26.000000
Name: target_135, Result: (((((((c & e) - ((c + e) & c)) - (((c & e) | (~ ((((~ (c + e)) | c) + (c + e)) + 1))) << 1)) - 2) + (1 + ((~ (c + ((- 1) * e))) | ((~ 0) ^ (e - c))))) + 1) + ((~ ((((c & e) - ((((~ (c + e)) | c) + (c + e)) + 1)) - (((c & e) | (~ ((((~ (c + e)) | c) + (c + e)) + 1))) << 1)) - 2)) | (~ (1 + (((~ c) + e) | ((~ 0) ^ (e - c))))))), Size: 105, OrigSize: 321, VarNum: 2, IsPoly: false, AlterOrig: 31, AlterDeob: 16, RuleNumber: 352, RuleCount: 320, LinearReduce: 179, SynthReduce: 0, RuleReduce: 142, Time: 26.000000
Name: target_136, Result: ((~ c) | (c * (b + c))), Size: 8, OrigSize: 81, VarNum: 2, IsPoly: false, AlterOrig: 7, AlterDeob: 1, RuleNumber: 352, RuleCount: 21, LinearReduce: 3, SynthReduce: 0, RuleReduce: 78, Time: 44.000000
Name: target_138, Result: ((b & a) | (b * a)), Size: 7, OrigSize: 55, VarNum: 2, IsPoly: false, AlterOrig: 5, AlterDeob: 1, RuleNumber: 352, RuleCount: 19, LinearReduce: 0, SynthReduce: 5, RuleReduce: 50, Time: 4.000000
Name: target_139, Result: (((a ^ b) & c) ^ (- (((a - ((- (b + c)) - 1)) - (((2 * b) + (2 * c)) | (a << 1))) - 2))), Size: 29, OrigSize: 165, VarNum: 3, IsPoly: false, AlterOrig: 10, AlterDeob: 2, RuleNumber: 352, RuleCount: 121, LinearReduce: 46, SynthReduce: 0, RuleReduce: 119, Time: 45.000000
Name: target_14, Result: ((((d + d) ^ a) - (~ ((((d - a) ^ (~ a)) + (((d - a) | a) << 1)) + 1))) - 1), Size: 25, OrigSize: 109, VarNum: 2, IsPoly: false, AlterOrig: 11, AlterDeob: 3, RuleNumber: 352, RuleCount: 127, LinearReduce: 32, SynthReduce: 14, RuleReduce: 63, Time: 26.000000
Name: target_140, Result: ((((((~ c) + 1) * (((a - c) - (((~ c) | a) << 1)) - 2)) & (~ (((~ a) ^ (a * a)) + (((a * a) & (~ a)) << 1)))) + ((((~ c) + 1) * (((a - c) - (((~ c) | a) << 1)) - 2)) & (~ (((~ a) ^ (a * a)) + (((a * a) & (~ a)) << 1))))) - ((((a * a) ^ (~ a)) + (((a * a) & (~ a)) << 1)) ^ (((~ c) + 1) * (((a - c) - (((~ c) | a) << 1)) - 2)))), Size: 103, OrigSize: 367, VarNum: 2, IsPoly: false, AlterOrig: 20, AlterDeob: 14, RuleNumber: 352, RuleCount: 189, LinearReduce: 12, SynthReduce: 0, RuleReduce: 355, Time: 27.000000
Name: target_142, Result: ((e | (~ b)) | (c - b)), Size: 8, OrigSize: 67, VarNum: 3, IsPoly: false, AlterOrig: 11, AlterDeob: 1, RuleNumber: 352, RuleCount: 42, LinearReduce: 7, SynthReduce: 3, RuleReduce: 57, Time: 26.000000
Name: target_143, Result: (((((~ a) ^ (a + c)) + ((a | (a + c)) << 1)) + 1) * (e & (e - a))), Size: 22, OrigSize: 229, VarNum: 3, IsPoly: false, AlterOrig: 28, AlterDeob: 3, RuleNumber: 352, RuleCount: 70, LinearReduce: 8, SynthReduce: 1, RuleReduce: 220, Time: 26.000000
Name: target_144, Result: ((~ (((((((2 * a) + ((- 1) * d)) + (~ (- d))) + 1) - (1 - a)) - (((a - 2) | ((((2 * a) + ((- 1) * d)) + (~ (- d))) + 1)) + ((a - 2) | ((((2 * a) + ((- 1) * d)) + (~ (- d))) + 1)))) - 2)) + 1), Size: 61, OrigSize: 135, VarNum: 2, IsPoly: false, AlterOrig: 29, AlterDeob: 7, RuleNumber: 352, RuleCount: 156, LinearReduce: 21, SynthReduce: 35, RuleReduce: 79, Time: 26.000000
Name: target_145, Result: (((((- (a * a)) - 1) + 1) | (- ((((e + e) & a) << 1) - ((e + e) ^ (~ a))))) + (((~ ((((e + e) & a) << 1) - ((e + e) ^ (~ a)))) + 1) & (((- (a * a)) - 1) + 1))), Size: 51, OrigSize: 165, VarNum: 2, IsPoly: false, AlterOrig: 8, AlterDeob: 5, RuleNumber: 352, RuleCount: 113, LinearReduce: 44, SynthReduce: 0, RuleReduce: 121, Time: 26.000000
Name: target_146, Result: ((d - b) & (~ b)), Size: 6, OrigSize: 28, VarNum: 2, IsPoly: false, AlterOrig: 4, AlterDeob: 1, RuleNumber: 352, RuleCount: 3, LinearReduce: 5, SynthReduce: 6, RuleReduce: 17, Time: 24.000000
Name: target_147, Result: ((((a & (~ (c * c))) + a) + 1) + ((~ (a - (c * c))) | (~ (a | (c * c))))), Size: 24, OrigSize: 139, VarNum: 2, IsPoly: false, AlterOrig: 7, AlterDeob: 3, RuleNumber: 352, RuleCount: 54, LinearReduce: 0, SynthReduce: 3, RuleReduce: 136, Time: 40.000000
Name: target_148, Result: (((e & (((- a) & (~ e)) - ((~ (- a)) & e))) ^ ((d * a) & ((((- a) & a) + (~ (a | (- a)))) & a))) - (((~ ((d * a) & ((((- a) & a) + (~ (a | (- a)))) & a))) & (e & (((- a) & (~ e)) - ((~ (- a)) & e)))) + ((~ ((d * a) & ((((- a) & a) + (~ (a | (- a)))) & a))) & (e & (((- a) & (~ e)) - ((~ (- a)) & e)))))), Size: 94, OrigSize: 331, VarNum: 3, IsPoly: false, AlterOrig: 38, AlterDeob: 10, RuleNumber: 352, RuleCount: 149, LinearReduce: 0, SynthReduce: 6, RuleReduce: 325, Time: 26.000000
Name: target_149, Result: (((((b * ((~ e) + 1)) & ((e + (~ ((~ b) + 1))) + 1)) - (((e + (~ ((~ b) + 1))) + 1) | (b * ((~ e) + 1)))) - 1) ^ ((- (b | (b * b))) - 1)), Size: 44, OrigSize: 247, VarNum: 2, IsPoly: false, AlterOrig: 16, AlterDeob: 3, RuleNumber: 352, RuleCount: 84, LinearReduce: 0, SynthReduce: 0, RuleReduce: 247, Time: 43.000000
Name: target_15, Result: (b + (e | b)), Size: 5, OrigSize: 103, VarNum: 2, IsPoly: false, AlterOrig: 7, AlterDeob: 0, RuleNumber: 352, RuleCount: 60, LinearReduce: 26, SynthReduce: 39, RuleReduce: 38, Time: 13.000000
Name: target_150, Result: ((((~ (e * c)) ^ ((((((((- 1) << 1) ^ (~ 1)) & (~ c)) - ((~ (((- 1) << 1) ^ (~ 1))) & c)) & (~ e)) << 1) - ((((((- 1) << 1) ^ (~ 1)) & (~ c)) - ((~ (((- 1) << 1) ^ (~ 1))) & c)) ^ e))) + (((e * c) | ((((((((- 1) << 1) ^ (~ 1)) & (~ c)) - c) & (~ e)) << 1) - (e ^ (((((- 1) << 1) ^ (~ 1)) & (~ c)) - ((~ (((- 1) << 1) ^ (~ 1))) & c))))) << 1)) + 1), Size: 105, OrigSize: 228, VarNum: 3, IsPoly: false, AlterOrig: 25, AlterDeob: 14, RuleNumber: 352, RuleCount: 582, LinearReduce: 48, SynthReduce: 19, RuleReduce: 161, Time: 26.000000
Name: target_151, Result: ((((((e ^ (~ b)) + ((b | e) << 1)) + 1) + 1) + ((~ (((e ^ (~ b)) + ((e | b) << 1)) + 1)) | (~ 0))) ^ (- ((((((e + (e * e)) + 1) + ((~ (e * e)) | (~ e))) - ((~ e) + 1)) - (((~ ((~ e) + 1)) | (((e + (e * e)) + 1) + ((~ e) | (~ (e * e))))) + ((~ ((~ e) + 1)) | (((e + (e * e)) + 1) + ((~ e) | (~ (e * e))))))) - 2))), Size: 99, OrigSize: 631, VarNum: 2, IsPoly: false, AlterOrig: 34, AlterDeob: 14, RuleNumber: 352, RuleCount: 233, LinearReduce: 88, SynthReduce: 0, RuleReduce: 543, Time: 27.000000
Name: target_152, Result: (2 + (e + a)), Size: 5, OrigSize: 126, VarNum: 2, IsPoly: false, AlterOrig: 17, AlterDeob: 0, RuleNumber: 352, RuleCount: 66, LinearReduce: 23, SynthReduce: 66, RuleReduce: 37, Time: 13.000000
Name: target_153, Result: (c * (((((a * c) - c) - ((~ 1) * ((~ 0) * ((c * a) | (~ c))))) - 2) | a)), Size: 24, OrigSize: 595, VarNum: 2, IsPoly: false, AlterOrig: 31, AlterDeob: 2, RuleNumber: 352, RuleCount: 56, LinearReduce: 0, SynthReduce: 37, RuleReduce: 558, Time: 40.000000
Name: target_154, Result: ((- (((~ (a * e)) + (c & e)) | ((c * a) * ((c + (~ (a ^ e))) + 1)))) - 1), Size: 24, OrigSize: 215, VarNum: 3, IsPoly: false, AlterOrig: 15, AlterDeob: 2, RuleNumber: 352, RuleCount: 56, LinearReduce: 12, SynthReduce: 0, RuleReduce: 203, Time: 44.000000
Name: target_155, Result: ((~ b) ^ e), Size: 4, OrigSize: 127, VarNum: 2, IsPoly: false, AlterOrig: 8, AlterDeob: 0, RuleNumber: 352, RuleCount: 35, LinearReduce: 29, SynthReduce: 8, RuleReduce: 90, Time: 24.000000
Name: target_156, Result: (((((- 1) * ((d | c) ^ (a & d))) & ((0 << 1) - 0)) + (~ ((((c + d) - ((d | (~ (- c))) << 1)) - 2) * d))) + 1), Size: 35, OrigSize: 280, VarNum: 3, IsPoly: false, AlterOrig: 32, AlterDeob: 3, RuleNumber: 352, RuleCount: 213, LinearReduce: 118, SynthReduce: 0, RuleReduce: 162, Time: 28.000000
Name: target_157, Result: (((- ((d * d) - (~ c))) + 1) & (- (c | (c << 1)))), Size: 16, OrigSize: 109, VarNum: 2, IsPoly: false, AlterOrig: 19, AlterDeob: 2, RuleNumber: 352, RuleCount: 44, LinearReduce: 7, SynthReduce: 0, RuleReduce: 102, Time: 43.000000
Name: target_158, Result: (((~ e) & (- e)) & d), Size: 7, OrigSize: 135, VarNum: 2, IsPoly: false, AlterOrig: 13, AlterDeob: 1, RuleNumber: 352, RuleCount: 42, LinearReduce: 0, SynthReduce: 15, RuleReduce: 120, Time: 14.000000
Name: target_159, Result: (((c & (~ (b + c))) - ((~ c) & (b + c))) ^ ((a ^ (b ^ c)) + (2 * (a & (b ^ c))))), Size: 27, OrigSize: 125, VarNum: 3, IsPoly: false, AlterOrig: 14, AlterDeob: 3, RuleNumber: 352, RuleCount: 118, LinearReduce: 15, SynthReduce: 10, RuleReduce: 100, Time: 27.000000
Name: target_16, Result: ((((((- (a + d)) - 1) * e) | (~ (((e * a) & d) + (~ ((e * a) | d))))) + (((e * a) & d) + (~ (d | (e * a))))) + 1), Size: 37, OrigSize: 214, VarNum: 3, IsPoly: false, AlterOrig: 15, AlterDeob: 3, RuleNumber: 352, RuleCount: 99, LinearReduce: 13, SynthReduce: 5, RuleReduce: 196, Time: 29.000000
Name: target_160, Result: ((((((~ a) & e) + (((b & (~ a)) << 1) - (a ^ b))) + 1) + ((a | (~ e)) | (~ (((b & (~ a)) << 1) - (a ^ b))))) | (e | (~ b))), Size: 39, OrigSize: 80, VarNum: 3, IsPoly: false, AlterOrig: 10, AlterDeob: 6, RuleNumber: 352, RuleCount: 482, LinearReduce: 14, SynthReduce: 1, RuleReduce: 65, Time: 26.000000
