Name: target_10, Result: (y & x), Size: 3, OrigSize: 28, VarNum: 2, IsPoly: false, AlterOrig: 1, AlterDeob: 0, RuleNumber: 193, RuleCount: 0, LinearReduce: 0, SynthReduce: 25, RuleReduce: 3, Time: 23.000000
Name: target_108, Result: ((((((((((((((~ 0) + ((y & x) & 10)) + ((y & x) & (- 2))) + (((~ (y & x)) << 1) | (- 18))) + (((y & x) << 1) | 158)) + (- ((y & x) & (- 80)))) + (((y & x) & 11) ^ (- 82))) + (((y & x) & 10) | 7)) + ((y & x) & 2)) + (((y & x) & 10) ^ ((y & x) | (- 69)))) + ((y & x) & 10)) + ((y & x) ^ (- 2))) + ((y & x) ^ (- 9))) + ((y & x) & (- 2))), Size: 104, OrigSize: 127, VarNum: 2, IsPoly: false, AlterOrig: 11, AlterDeob: 19, RuleNumber: 193, RuleCount: 916, LinearReduce: 7, SynthReduce: 16, RuleReduce: 104, Time: 62.000000
Name: target_109, Result: (x & y), Size: 3, OrigSize: 3, VarNum: 2, IsPoly: true, AlterOrig: 0, AlterDeob: 0, RuleNumber: 193, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 3, Time: 0.000000
Name: target_11, Result: (((((((y & x) & 2147483562) | (((y & x) & 2147483536) ^ 2147483536)) << 1) ^ 82) + (((y & x) & 58) ^ 71)) + (((((((((((((((((((((((((((((((((((((((((((y & x) & (- 2)) ^ 127) & 42) | (((((y & x) & (- 2)) ^ 127) & 2) ^ (- 46))) | 4) + (((((y & x) & (- 2)) ^ 127) | 80) & (((((y & x) & (- 2)) ^ 127) & 2) ^ (- 46)))) + 115) + (((y & x) | 1) & (((y & x) ^ (- 2)) + 1))) + (((~ (y & x)) << 1) | 254)) + (((y & x) | 1) & (((y & x) ^ (- 2)) + 1))) + ((((y & x) | 1) ^ (((y & x) ^ (- 2)) + 1)) | (- 2))) + ((((y & x) | 1) ^ (((y & x) ^ (- 2)) + 1)) & (- 2))) + (((y & x) | 1) + 1)) + (((y & x) & (- 2)) ^ 69)) + ((((y & x) & 56) ^ (- 225)) + 1)) + ((((y & x) & (- 2)) ^ 127) & 2)) + 1) + ((((y & x) & (- 2)) ^ 127) & 2)) + (((((y & x) & (- 2)) ^ 127) & (- 85)) ^ (((y & x) & 2) ^ 2))) + 2) + ((((y & x) & (- 2)) ^ 127) | 85)) - ((((y & x) & (- 2)) ^ 127) & (- 86))) + (- 84)) + ((y & x) | (- 57))) + (- 64)) + (~ ((((y & x) & (- 2)) ^ 127) & (- 85)))) + ((((y & x) & 2) ^ 2) | (~ ((((y & x) & (- 2)) ^ 127) & (- 85))))) + ((((y & x) & (- 2)) ^ 127) & (- 85))) + 94) - ((y & x) & 48)) + 111) + (((y & x) & (- 58)) | 1)) + 45) + (((y & x) & 24) | 128)) + 45) + (((y & x) & 26) ^ (- 29))) + (- 182)) + (((y & x) & 56) ^ (- 118))) + (- 176)) + (((y & x) & 48) ^ 116)) + ((~ (y & x)) | 111)) + 116)), Size: 382, OrigSize: 382, VarNum: 2, IsPoly: false, AlterOrig: 26, AlterDeob: 57, RuleNumber: 193, RuleCount: 3887, LinearReduce: 0, SynthReduce: 0, RuleReduce: 382, Time: 63.000000
Name: target_110, Result: ((((113 + ((((x & y) + 1) & 114) ^ (- 113))) + (((- (y & x)) & 2) << 1)) + ((((x & y) + 1) & 114) ^ (- 113))) + (((x & y) + 1) ^ 112)), Size: 40, OrigSize: 64, VarNum: 2, IsPoly: false, AlterOrig: 3, AlterDeob: 5, RuleNumber: 193, RuleCount: 0, LinearReduce: 7, SynthReduce: 17, RuleReduce: 40, Time: 61.000000
Name: target_111, Result: (((((((((((((((- 76) + ((y & 1) & x)) + ((y & x) & 41)) + ((y & x) & (- 2))) + ((y & x) | (- 2))) + ((y & x) | (- 42))) + (((y & x) & (- 122)) | 80)) + (((~ (y & x)) << 1) | 2)) + ((x & y) ^ 1)) + ((~ (x & y)) | 1)) + ((y & x) ^ 41)) + ((y & x) ^ (- 121))) + ((y & x) & (- 121))) + (~ 0)) + (((~ 0) - ((x & 1) & y)) & 123)), Size: 100, OrigSize: 142, VarNum: 2, IsPoly: false, AlterOrig: 10, AlterDeob: 20, RuleNumber: 193, RuleCount: 570, LinearReduce: 5, SynthReduce: 37, RuleReduce: 100, Time: 62.000000
Name: target_112, Result: (x ^ y), Size: 3, OrigSize: 3, VarNum: 2, IsPoly: true, AlterOrig: 0, AlterDeob: 0, RuleNumber: 193, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 3, Time: 0.000000
Name: target_113, Result: ((((x | ((((y | (- y)) & 2) + (- 65)) + ((((((((((((((((((((((((((((((- y) | (- 39)) + ((- y) & 5)) + ((((- y) & (- 192)) | (((y | (- y)) | (- 25)) ^ ((((- y) | (- 126)) & y) | (((- y) & 2) | 101)))) << 1)) - (((- y) & (- 192)) ^ (((y | (- y)) | (- 25)) ^ ((((- y) | (- 126)) & y) | (((- y) & 2) | 101))))) + ((x ^ 191) + 1)) + ((y ^ (- 102)) + 1)) + (((- y) ^ 38) + 1)) - (((- y) & 29) ^ (- x))) + (((((- y) | (- 126)) & y) | (((- y) & 2) | 101)) & 38)) + ((((y | (- y)) | (- 25)) & ((((- y) | (- 126)) & y) | (((- y) & 2) | 101))) ^ 38)) + (- 38)) + ((x & 191) | (y & (- 102)))) + ((x & 191) & (y & (- 102)))) + (((- y) & 5) | (- 62))) - ((- y) & 5)) + 62) + ((((y | 96) & (((- y) & 2) | 101)) | 29) & (~ (x | (- 192))))) + (x | (- 192))) + ((((y | 96) & (((- y) & 2) | 101)) | 29) | (x | (- 192)))) - ((((y | 96) & (((- y) & 2) | 101)) | 29) ^ (x | (- 192)))) + ((- x) & (~ ((- y) & 29)))) + ((- y) & 29)) + (((((- y) | (- 126)) & y) | (((- y) & 2) | 101)) | (~ ((y | (- y)) | (- 25))))) + ((y | (- y)) | (- 25))) + 164) + (((- y) & 191) ^ (- 163))) + 1) + (((- y) & 29) | (- x))) + ((- y) & 36)))) + (x | ((((((((((((((((((((((((y | (- 192)) & ((- x) & (- 30))) + ((- x) ^ (- 30))) + 124) - ((((- x) | 29) ^ ((- y) | (- 22))) + ((y & (- 192)) & (- y)))) + (- 21)) + (((y & (- 192)) & (- y)) | 29)) + (((x ^ (- y)) & 163) ^ 1)) + ((x ^ (- y)) | (- 2))) + ((x ^ (- y)) & 1)) + (((x & (- y)) & (- 2)) ^ 122)) + ((x & (- y)) | (- 123))) + ((x & (- y)) & 122)) + (- 1)) + (((y & (- 192)) | (- y)) & ((y + (- 1)) | x))) + ((x & (- y)) | 1)) + (- 2)) + ((x ^ (- y)) | 163)) + ((y & (- 192)) & (- y))) + 21) + ((y | ((- x) & 162)) | (- 192))) + ((- y) | 21)) + ((x & (- y)) ^ (- 2))) + (- 118)))) | (- (x ^ (((((((((- y) & 130) | (- x)) | ((y | ((- y) | 20)) & (~ ((- y) & 20)))) | x) << 1) | (- 302)) - ((((((- y) & 130) | (- x)) | x) | (- 151)) ^ ((y | ((- y) | 29)) & (~ ((- y) & 29))))) + ((((((((((((((((- x) | 72) & (((- y) & 2147483484) ^ 2147483484)) & (x | (- 192))) | ((((- y) & 130) | 33) & ((x | (- 192)) | ((- x) | 73)))) + (((- x) & 73) | (x & (- 192)))) << 1) + ((((y & 28) | (- y)) | 163) + (((- y) | 1) & y))) + (((y * 126) & 66) | (- 212))) - (((((((- x) | 73) & (((- y) & (- 164)) ^ (- 164))) & (x | (- 192))) | ((((- y) & 130) | 33) & ((x | (- 192)) | ((- x) | 73)))) + (((- x) & 73) ^ (x & (- 192)))) + ((- y) & 33))) + 106) + (((x | (- 192)) & ((- x) | 73)) | ((- y) | 163))) - (((x | (- 192)) & ((- x) | 73)) ^ ((- y) | 163))) + ((- y) & 29)) + (y | ((- y) | 29))) - ((y | ((- y) | 29)) ^ ((- y) & 29))))))) + (((x | ((((- y) & (- 192)) | ((((- y) & 192) ^ 64) & ((- y) ^ (- 128)))) + ((((((- y) & 192) ^ 64) | ((- y) ^ (- 128))) + (((- y) & 192) ^ 64)) + ((- y) & (- 192))))) + (x | (((- y) | (- 29)) + ((((y << 1) & 2) - (y & 1)) + ((- y) | 29))))) & (- (x ^ (((y & 1) | 180) + (((((((y & 1) ^ (- 55)) + (((- y) & 191) ^ (- 191))) + (((- y) & (- 192)) | 23)) + ((- y) | (- 2))) + (- 5)) + (((- y) | (- 2)) & 51))))))), Size: 846, OrigSize: 846, VarNum: 2, IsPoly: false, AlterOrig: 60, AlterDeob: 78, RuleNumber: 193, RuleCount: 5066, LinearReduce: 0, SynthReduce: 0, RuleReduce: 846, Time: 61.000000
Name: target_114, Result: (((x | (- y)) << 1) + (- ((x | (- y)) ^ (x & ((((- y) & 138) ^ 7) + ((((((((((((((((((y * (- 2)) & (- 224)) ^ (- 258)) + (((- y) & (- 112)) ^ 163)) + (((- y) & 138) ^ 181)) + 16) + (((- y) & 42) ^ 99)) + ((y * 510) | (- 258))) + ((y + 3) & 2)) + ((y - 1) & 2)) + (((y * (- 2)) & (- 140)) ^ 274)) + (((y * 254) & 136) | 6)) + (- 86)) + (((y * 6) & 4) | (- 16))) + (- ((- y) & 69))) + (- 129)) + ((y << 1) | (- 4))) + 1)))))), Size: 123, OrigSize: 136, VarNum: 2, IsPoly: false, AlterOrig: 12, AlterDeob: 14, RuleNumber: 193, RuleCount: 3, LinearReduce: 0, SynthReduce: 11, RuleReduce: 125, Time: 61.000000
Name: target_115, Result: (x & y), Size: 3, OrigSize: 36, VarNum: 2, IsPoly: false, AlterOrig: 2, AlterDeob: 0, RuleNumber: 193, RuleCount: 0, LinearReduce: 2, SynthReduce: 31, RuleReduce: 3, Time: 46.000000
Name: target_116, Result: ((((x ^ (((((((((((((((((((((((((- y) & 2147483474) | (- x)) | x) | y) << 1) | 338) - (((- x) | 169) ^ ((x | ((- y) & (- 142))) | y))) + (((- y) & (- 142)) & (x | y))) + (((- y) ^ (- 84)) + 1)) + (x & (~ y))) + y) - (x ^ y)) + ((- x) | (- 170))) + ((- x) ^ 169)) + ((- x) ^ (- 170))) + 1) + (((- y) | (- 142)) ^ ((- y) | 83))) + (((- y) | 83) | (~ ((- y) | (- 142))))) + ((- y) | (- 142))) + 1) + ((- y) | 82)) + (- 169)) + ((- y) & (- 84))) + 312)) + (x & (((((x & 33) | (- y)) | (- 170)) + (((x & 33) | (- 170)) & ((- y) | 18))) + ((((((((((((((((((((((x << 1) & 66) | (- 340)) - (x & 33)) + 170) + ((((((y + 2147483647) | (x ^ 32)) | (- x)) | y) << 1) | 174)) - (((y | (- x)) | 87) ^ (((- y) ^ (- 19)) | (x ^ 35)))) + (((- y) ^ (- 84)) + 1)) + (((- y) & (- 19)) ^ (x & 35))) + ((x & 35) | (~ ((- y) & (- 19))))) + ((- y) & (- 19))) + 1) + (((- y) & (- 19)) & (x & 35))) + (((- y) ^ (- 19)) & (x ^ 35))) + (((x & 35) ^ 169) + 1)) + ((y | 87) & (- x))) + (- 18)) + ((- y) & (- 84))) + 83) + ((- y) | 83)) + (y & 87)) + (- 16))))) | (x & ((((((- y) & 169) ^ (- 169)) + ((- y) & 1)) + (y & 1)) + ((((((((((((((((((((y | (- 130)) & (y ^ 129)) + (- 1)) + (((y * (- 2)) & (- 260)) | 2)) + ((y + (- 1)) | 129)) + (((- y) ^ 169) + 1)) + (y & 129)) + (y | 129)) - (y | 129)) + (x ^ 83)) + (x | (- 84))) + 83) + (x & 83)) + ((- x) & (- 89))) + 88) + ((- x) | 88)) + (((- x) ^ (- 89)) + 1)) + ((- y) | (- 130))) + ((- y) & 169)) + (- 41))))) + (x & (- y))), Size: 417, OrigSize: 417, VarNum: 2, IsPoly: false, AlterOrig: 41, AlterDeob: 46, RuleNumber: 193, RuleCount: 264, LinearReduce: 0, SynthReduce: 0, RuleReduce: 417, Time: 63.000000
Name: target_117, Result: (((x | ((((~ ((x | (- x)) & 8)) | (- y)) + (((y | (- y)) & 64) | 5)) + (((((((((((((y | (- 194)) & ((y & (- 194)) ^ 35)) | (- y)) << 1) - (((y | (- 194)) & ((y & (- 194)) ^ 35)) ^ (- y))) + (((((y | 54) ^ ((x | (- x)) & 4)) | (- y)) & 182) | ((x | (- x)) & 12))) + (((x | (- x)) & (- y)) & 4)) + ((((x & (- x)) | (- y)) << 1) | (- 68))) - (((x & (- x)) | (- 34)) ^ (((y | (- 193)) ^ ((x | (- x)) & 12)) & (- y)))) + ((x & (- x)) & (- 34))) + ((x | (- x)) | 12)) + ((y << 1) | (- 70))) + ((x | (- x)) & 12)))) + (x | (- y))) - ((x | (- y)) ^ (x & (((((y * (- 2)) & (- 252)) ^ 4) - (((- y) ^ 2) & (((- y) & (- 126)) ^ 2))) + ((((((((((((- y) & (- 58)) ^ (- 87)) | (((- y) & (- 126)) ^ 2)) + ((y + 31) | (- 25))) + ((((- y) ^ 2147483520) | ((- y) & 2147483614)) << 1)) - ((- y) & 33)) + 128) + ((y + 127) & 94)) + 144) + ((y + 127) & 94)) + (((y * 62) & 52) | (- 120))))))), Size: 252, OrigSize: 252, VarNum: 2, IsPoly: false, AlterOrig: 21, AlterDeob: 25, RuleNumber: 193, RuleCount: 388, LinearReduce: 0, SynthReduce: 0, RuleReduce: 252, Time: 61.000000
Name: target_118, Result: ((((((((((((- 106) + ((((y & x) | 107) | (((y & x) & (- 2)) ^ 2147483646)) << 1)) + ((~ 0) * ((- 107) | (y & x)))) + ((y & x) & 1)) + ((y & x) | 1)) + (- ((y & x) & (- 2)))) + ((y & x) | 1)) + ((y & x) & 1)) + (((y & x) & 1) ^ 1)) + ((y & x) | (- 2))) + ((y & x) & 106)) + (- ((y & x) & 1))), Size: 89, OrigSize: 111, VarNum: 2, IsPoly: false, AlterOrig: 10, AlterDeob: 13, RuleNumber: 193, RuleCount: 404, LinearReduce: 8, SynthReduce: 2, RuleReduce: 101, Time: 62.000000
