Name: target_10, Result: ((((((a & (- d)) | (- 44)) ^ ((((d & 8) | (- d)) | a) & ((- a) & 110))) | ((((a & (- d)) | (- 44)) & ((((d & 8) | (- d)) | a) & ((- a) & 110))) & 14)) + (((((((((((((((((((((((((((((d | (((a & (- d)) | 4) & ((a | (- d)) & ((- a) & 6)))) << 1) | 242) + (((((a & (- d)) & 42) | (- a)) << 1) | (- 222))) - (((d | 57) ^ ((((a & (- d)) | 4) & ((((d & 8) | (- d)) | a) & ((- a) & 14))) | 113)) + (((- a) | (- 111)) ^ ((a & (- d)) & 43)))) + (((d & 8) & ((d + 15) & (~ a))) | (- 15))) + (0 & 1)) + (((((d & a) / (~ 0)) & (- 2)) + ((a & d) | (- 2))) + 2)) + (((- a) ^ 110) + 1)) + (((a & (- d)) ^ 43) + 1)) - ((d & 9) ^ (a | (- d)))) + ((((((- a) & 110) | (- d)) | a) & (d & 48)) ^ (d | 57))) + (((((- a) & 110) | (- d)) | a) & (d & 48))) - ((d | 57) ^ (((((d & 9) | (- d)) | ((- a) & 110)) | a) & (d & 48)))) + 113) + ((((((d & 8) | (- d)) | a) & ((a & (- d)) | 68)) & ((- a) & 110)) ^ (- 113))) + ((((((d & 9) | (- d)) | ((- a) & 110)) | a) ^ (d & 48)) ^ (((- a) | (- 111)) ^ (a | (- d))))) + ((((- a) | (- 111)) ^ (a | (- d))) | (~ (((((d & 9) | (- d)) | ((- a) & 110)) | a) ^ (d & 48))))) + (((((d & 9) | (- d)) | ((- a) & 110)) | a) ^ (d & 48))) + 1) + ((((((d & 9) | (- d)) | ((- a) & 110)) | a) ^ (d & 48)) & (((- a) | (- 111)) ^ (a | (- d))))) + ((((((d & 8) | (- d)) | a) & ((a & (- d)) | 68)) & ((- a) & 110)) & (~ (((((d & 9) | (- d)) | ((- a) & 110)) | a) & (d & 48))))) + (((((d & 9) | (- d)) | ((- a) & 110)) | a) & (d & 48))) + ((((((d & 8) | (- d)) | a) & ((a & (- d)) | 68)) & ((- a) & 110)) | (((((d & 9) | (- d)) | ((- a) & 110)) | a) & (d & 48)))) - ((((((d & 8) | (- d)) | a) & ((a & (- d)) | 68)) & ((- a) & 110)) ^ (((((d & 9) | (- d)) | ((- a) & 110)) | a) & (d & 48)))) + (- 155)) + ((a | (- d)) | (~ ((- a) | (- 111))))) + 1) + (((- a) | (- 111)) & (a | (- d))))) & (~ d)), Size: 540, OrigSize: 551, VarNum: 2, IsPoly: false, AlterOrig: 41, AlterDeob: 44, RuleNumber: 162, RuleCount: 61, LinearReduce: 3, SynthReduce: 8, RuleReduce: 540, Time: 62.000000
Name: target_183, Result: (((((1 & (a | ((- a) & (- 59)))) + (~ (a | ((- 59) & (- a))))) + (1 & a)) + ((((((((((((((((((((((((((((((((((((((((((((12 & (- b)) ^ 5) | ((((- 63) & (a - 1)) | ((- 64) & b)) | 50)) + (- 2)) + (1 & (~ a))) + (((a | (2147483588 & (- a))) << 1) | 2)) + (~ ((b & a) + (((a | b) << 1) - (a | b))))) - (((b | (- 50)) ^ a) + (1 & a))) + ((((- b) ^ 1) & ((- b) | (- 2))) ^ 43)) + (((- 89) & (((- b) | (- 2)) & ((- b) ^ 1))) ^ (- 41))) + ((((- 60) & b) | (~ ((- 59) & (- a)))) ^ (- 13))) + 157) + (((a | ((- a) & (- 59))) ^ 1) & ((a & 1) | 6))) + (((1 & a) | 6) | ((a | ((- 59) & (- a))) ^ (- 2)))) - (((1 & a) | 6) ^ ((a | ((- 59) & (- a))) ^ (- 2)))) + (((- a) & (- 59)) & a)) + ((- a) ^ (- 59))) + ((((- a) & (- 59)) & a) | ((- a) ^ (- 59)))) - ((((- a) & (- 59)) & a) ^ ((- a) ^ (- 59)))) + ((- 220) & (- b))) + 147) + (((- 89) & (((- b) | (- 90)) & ((- b) ^ 1))) | 147)) + ((((1 & b) ^ ((- 89) & (((- b) | (- 90)) & ((- b) ^ 1)))) ^ (- 148)) + 1)) + ((((- 60) & (b & (- a))) ^ 147) | (((- 89) & (((- b) | (- 2)) & ((- b) ^ 1))) | 40))) + (((((- b) | (- 2)) & ((- b) ^ 1)) & (- 89)) & (((b & (- a)) & (- 60)) ^ 147))) + (- 10)) + ((b | (- 50)) | a)) + 12) + ((- 116) & ((((- b) | (- 2)) & ((- b) ^ 1)) ^ (- 89)))) + (- 101)) + (((- 59) & (- a)) ^ ((- 50) & b))) + ((- 121) & (((- b) | (- 2)) & ((- b) ^ 1)))) + 40) + (128 & (((- a) & (- 59)) & (b & (- 50))))) + (((- 59) & (- a)) | 49)) + (- 153)) + ((~ a) & (b | (- 50)))) + (((b & (- 50)) & ((- a) & (- 59))) | (- 148))) + 115) + (((((- b) ^ 1) & ((- b) | (- 2))) ^ (- 89)) | 127)) + (- 74)) + (1 & a)) + ((((- 50) & b) | (~ ((- 59) & (- a)))) | 12)) + 3)) | b), Size: 472, OrigSize: 480, VarNum: 2, IsPoly: false, AlterOrig: 32, AlterDeob: 50, RuleNumber: 162, RuleCount: 7180, LinearReduce: 0, SynthReduce: 0, RuleReduce: 480, Time: 61.000000
Name: target_184, Result: ((((((102 & (- d)) | ((e ^ 190) | ((- 8) & a))) << 1) - (((102 & (- d)) | ((a & (- 8)) & (e ^ (- 192)))) ^ ((e ^ 190) | ((- 8) & a)))) + ((((((((((((((((((((e ^ (- 191)) + (a ^ (- 8))) + (((e ^ (- 192)) & (a & (- 8))) & ((- d) & 96))) + ((e | (d * a)) << 1)) - (e ^ (d * a))) + ((- 382) & (e << 1))) + ((102 & (- a)) ^ d)) + (d | (~ (102 & (- a))))) + (102 & (- a))) + 1) + (d & ((- a) & 102))) + ((~ ((- d) & 102)) & (- e))) + ((102 & (- d)) | (- e))) - ((102 & (- d)) ^ (- e))) + ((e ^ (- 191)) ^ ((- 8) & a))) + 1) + ((- d) | 102)) + ((- a) | 102)) + (a | 7)) + (- 12))) | ((((d * (- 2)) | 94) + ((((- 36) & (- d)) ^ (- 13)) + 1)) + (((((((((((((((((((((((((((((((129 & (- e)) | ((149 & (- a)) | (- 182))) + ((((- a) & 149) | (- 182)) & ((- e) & (- 55)))) + ((((- e) & ((- a) | 149)) << 1) | (- 364))) + (((- e) & ((- a) | 149)) ^ 181)) + 1) + (((((d | a) | (- (d & a))) << 1) - ((d | a) ^ (- (d & a)))) & (((a | (- e)) << 1) - (a ^ (- e))))) + (((- d) ^ (- 36)) + 1)) + (((- e) ^ (- 55)) + 1)) + (e | (- 12))) + ((- 12) & e)) + (d ^ 47)) + (d | (- 48))) + 1) + (47 & d)) + (((- a) | 149) ^ (- e))) + ((e - 1) | ((- a) | 149))) - e) + 101) + (e ^ d)) + (- 182)) + ((- 36) & (- d))) + 35) + (d | (~ e))) + e) + 266) + a) + ((- e) | 54)) + (d & e)) + (- 38)) - d))), Size: 372, OrigSize: 373, VarNum: 3, IsPoly: false, AlterOrig: 44, AlterDeob: 47, RuleNumber: 162, RuleCount: 4409, LinearReduce: 0, SynthReduce: 0, RuleReduce: 373, Time: 61.000000
Name: target_185, Result: ((((e | c) & 1) + (- 1)) + ((((((((((((((((((- c) | 142) & ((e | c) | 2147483632)) << 1) | 2) + ((((- c) | 142) & ((e | c) | (- 16))) ^ (- 2))) + ((e | c) | (- 16))) + (((c & e) << 1) | (- 10))) + (((e << 1) & (- 192)) | 182)) + ((((c & (e | (- 128))) & (- 122)) ^ 61) & (~ ((c | (e | (- 16))) | ((c & (e | 112)) & 120))))) + ((((c & (e | (- 128))) & (- 122)) ^ 61) | ((c | (e | (- 16))) | ((c & (e | 112)) & 120)))) + (((- c) & 142) | ((c & (e | (- 128))) & 1))) - ((((c | (((c | e) << 1) - (e | c))) + (c & (((((c | e) << 1) - (e | c)) + (- 157)) + ((((c << 1) | 314) + ((c ^ (- 158)) + 1)) - c)))) + ((c | (e | (- 16))) ^ ((c & (e | 112)) & 120))) + ((((c & (e | (- 128))) & (- 122)) ^ 61) ^ ((c | (e | (- 16))) | ((c & (e | 112)) & 120))))) + (- 2)) + ((e & (- 16)) ^ 337)) + (((e & (- 16)) ^ (- 91)) & (- 268))) + (((e & (- 16)) ^ (- 91)) | (- 268))) + ((e & (- 16)) ^ (- 337)))), Size: 256, OrigSize: 256, VarNum: 2, IsPoly: false, AlterOrig: 15, AlterDeob: 27, RuleNumber: 162, RuleCount: 7690, LinearReduce: 0, SynthReduce: 0, RuleReduce: 256, Time: 63.000000
Name: target_186, Result: (- ((((1 & (c | e)) + (- 1)) + (((((((((((((((((((((((((c ^ ((((- 77) & c) ^ (e | 70)) | (((c & (- 77)) & ((- c) | (- e))) ^ 9))) ^ (- 78)) + (~ (((((((- 2) | (c & e)) - (((((- 4) | ((e | c) << 1)) - (((- 78) | ((- c) | (- e))) ^ (((((c ^ (((((- c) | (- e)) & c) | ((c & (- 78)) ^ (e | 70))) | 8)) & (- 2)) ^ 77) | (((- c) | (- e)) ^ 76)) & ((- 2) | ((- c) | (- e)))))) + (((c ^ 2147483571) | ((((c & (- 77)) & ((- c) | (- e))) ^ 9) | (((- 77) & c) ^ (e | 70)))) << 1)) + ((e + ((~ e) | c)) ^ 1))) + ((- 2) | (e & c))) + ((- c) ^ (- e))) + (((~ ((- 77) & c)) | (e | 70)) ^ (77 & ((- e) | (- c))))) + (((70 | e) & (c & (- 77))) ^ (((c & (- 77)) ^ (70 | e)) & ((((- e) | (- c)) & (c & (- 77))) ^ 77)))))) + ((~ ((((((- c) | (- e)) & (c & (- 77))) ^ 77) & ((c & (- 77)) ^ (e | 70))) | ((c & (- 77)) & (e | 70)))) & ((((- e) | (- c)) & (c & (- 77))) & 1))) + ((((c & (- 77)) ^ (e | 70)) & ((((- c) | (- e)) & (c & (- 77))) ^ 77)) | ((e | 70) & (c & (- 77))))) + ((((e | 70) & (c & (- 77))) | (((c & (- 77)) ^ (e | 70)) & ((((- c) | (- e)) & (c & (- 77))) ^ 77))) | (1 & (((- c) | (- e)) & (c & (- 77)))))) - ((1 & (((- e) | (- c)) & (c & (- 77)))) ^ ((((c & (- 77)) ^ (e | 70)) & ((((- c) | (- e)) & (c & (- 77))) ^ 77)) | ((e | 70) & (c & (- 77)))))) + (((- e) | (- c)) ^ 1)) + 2) + ((~ ((((((- c) | (- e)) & (c & (- 77))) ^ 77) & ((c & (- 77)) ^ (e | 70))) | ((c & (- 77)) & (e | 70)))) & (c & 1))) + ((((c & (- 77)) ^ (e | 70)) & ((((- c) | (- e)) & (c & (- 77))) ^ 77)) | ((e | 70) & (c & (- 77))))) + ((((e | 70) & (c & (- 77))) | (((c & (- 77)) ^ (e | 70)) & ((((- c) | (- e)) & (c & (- 77))) ^ 77))) | (1 & c))) - ((1 & c) ^ ((((c & (- 77)) ^ (e | 70)) & ((((- c) | (- e)) & (c & (- 77))) ^ 77)) | ((e | 70) & (c & (- 77)))))) + ((1 | ((c ^ (((((- c) | (- e)) & (c & (- 77))) ^ 9) | ((c & (- 77)) ^ (e | 70)))) ^ 76)) & (((- e) | (- c)) ^ 77))) + (((- e) | (- c)) ^ ((- 77) & c))) + ((- 70) | ((- 77) & c))) + ((- 2) & ((c ^ (((c & (- 77)) ^ (e | 70)) | ((((- c) | (- e)) & (c & (- 77))) ^ 9))) ^ 76))) + 1) + ((~ (((- e) | (- c)) & 77)) & ((~ (c & (- 77))) | (e | 70)))) + (77 & ((- e) | (- c)))) + ((~ ((- c) | (- e))) | ((- 77) & c))) + ((- 78) & c)) + (70 & e)) + 2) + ((77 & ((- c) | (- e))) | ((e | 70) | (~ ((- 77) & c)))))) ^ (- (c & (e * e))))), Size: 676, OrigSize: 680, VarNum: 2, IsPoly: false, AlterOrig: 29, AlterDeob: 37, RuleNumber: 162, RuleCount: 7336, LinearReduce: 0, SynthReduce: 0, RuleReduce: 680, Time: 62.000000
Name: target_187, Result: (((((((- 2) & (d & b)) ^ (30 & (- e))) ^ (- 74)) - ((- 146) | (((b & d) ^ (8 & (- e))) << 1))) + ((b & d) - (((((((((((((((((((((((((((((1 & ((d & b) ^ (- e))) + ((~ (b & d)) | (31 & (- e)))) + (- 1)) + ((b | d) & ((((- b) ^ (- 135)) | ((~ d) ^ b)) | (((e | 25) & ((- b) & (- 135))) & ((- e) ^ 31))))) + (((b & d) | (((b ^ (- b)) ^ d) ^ 2147483513)) << 1)) + (d | ((d * (b + 1)) ^ (- b)))) + (d & ((d * (b + 1)) ^ (- b)))) + ((~ (((~ d) ^ b) | ((- b) ^ (- 135)))) & (((25 | e) & ((- b) & (- 135))) & ((- e) ^ 31)))) + (((~ d) ^ b) | ((- b) ^ (- 135)))) - ((((- e) ^ 31) & ((25 | e) & ((- b) & (- 135)))) ^ (((~ d) ^ b) | ((- b) ^ (- 135))))) + ((((- e) ^ 31) & ((e | 25) & ((- b) & (- 135)))) | (((- e) & 31) & (d & b)))) + 32) + (1 & ((((d & b) ^ (- b)) ^ b) ^ d))) + ((- 32) | (- e))) + (b & d)) + 1) + (((((- b) & (- 135)) & (25 | e)) ^ (- e)) ^ 31)) + ((((((d & b) ^ (- b)) ^ b) ^ d) ^ 135) & ((- d) & 146))) + (- 135)) + (134 | (- b))) + ((((((b & d) ^ (- b)) ^ b) ^ d) ^ 135) | (146 & (- d)))) + ((~ (((- b) ^ (- 135)) & (d ^ b))) | (1 & (d & (~ b))))) + (((- b) ^ (- 135)) & (d ^ b))) + 2) + (146 | (- d))) + (((- b) ^ (- 135)) & ((d & (~ b)) & 1))) + ((((- b) ^ (- 135)) & (d ^ b)) ^ (1 & (d & (~ b))))) + (31 & e)) + (31 | (e | ((- 160) & (- b))))))) * e), Size: 376, OrigSize: 378, VarNum: 3, IsPoly: false, AlterOrig: 27, AlterDeob: 29, RuleNumber: 162, RuleCount: 4836, LinearReduce: 0, SynthReduce: 0, RuleReduce: 378, Time: 63.000000
Name: target_188, Result: ((((((((((((((e & 141) ^ (1 ^ e)) | 141) * 3) - ((- 142) & e)) + (- 140)) + ((((e & 141) ^ (1 ^ e)) | 141) << 1)) - ((1 | ((- 142) & e)) ^ (((e & 141) ^ (1 ^ e)) | 141))) + ((e ^ (- 142)) + 1)) + ((~ (e & 141)) ^ (1 ^ e))) - ((1 ^ 141) + ((141 | e) << 1))) + (141 | e)) + (- 1)) * ((((~ e) & 95) / (~ 0)) + (95 | e))), Size: 93, OrigSize: 134, VarNum: 1, IsPoly: false, AlterOrig: 6, AlterDeob: 6, RuleNumber: 162, RuleCount: 1288, LinearReduce: 0, SynthReduce: 41, RuleReduce: 93, Time: 61.000000
Name: target_189, Result: ((((((((((((((((((((((((- 312) + (((d << 1) & 144) | 302)) + ((d & 76) ^ (- 151))) + ((d & 92) ^ 114)) + (((d << 1) & 56) ^ 26)) + ((a & (a + (~ b))) ^ ((((b | a) | (- (b & a))) << 1) + (- ((b | a) ^ (- (b & a))))))) + (((a & (a + (~ b))) & ((((b | a) | (- (b & a))) << 1) + (- ((b | a) ^ (- (b & a)))))) << 1)) + ((a * (~ d)) | (~ a))) + ((a * (~ d)) & (~ a))) + (d | 92)) + (a | ((- d) & (- 15)))) + (a & ((- d) & (- 15)))) + (((- d) | (- 15)) & (- 78))) + ((- d) | (- 3))) + (((- d) | (- 15)) ^ (- 78))) + ((- b) & (- 53))) + ((- b) | (- 53))) + (b | (- 104))) + ((- a) | (- 152))) + (b ^ 103)) + ((- a) ^ 151)) + ((- a) & 151)) + (b & 103)) + (d & 76)), Size: 194, OrigSize: 209, VarNum: 3, IsPoly: false, AlterOrig: 31, AlterDeob: 39, RuleNumber: 162, RuleCount: 4010, LinearReduce: 15, SynthReduce: 0, RuleReduce: 194, Time: 64.000000
Name: target_19, Result: (((a | (b | (- 161))) + ((b | (- 161)) & (a | 79))) + (((((((((((((((((((((((((((((((((((((b | (- 33)) + ((b & (- 183)) | 6)) + ((((a | d) & 66) & (- d)) ^ (a & (- 2)))) + (a & (((a | d) & 66) & (- d)))) + (a & ((- d) & 66))) + (d ^ (((((a & b) << 1) + (- 2)) | 2) + ((((a & b) + (- 1)) ^ (- 2)) + 1)))) + ((a ^ (- 2)) + 1)) + ((b ^ (- 23)) + 1)) + (((- a) ^ (- 45)) + 1)) + (((a & (- 2)) ^ (- 79)) + 1)) - ((a & d) ^ (b | 22))) + ((d ^ (- 45)) + 1)) + (((((- d) | 4) & ((a | d) & (- 177))) ^ 98) | ((- a) & (- 45)))) + (((((- d) | 4) & ((a | d) & (- 177))) ^ 98) & ((- a) & (- 45)))) + (((a & d) | (b | 22)) | (d | 44))) + (((a & d) | (b | 22)) & (d | 44))) + (((a | d) ^ (- 177)) & (- 57))) + 56) + (((a | d) ^ (- 177)) | 56)) + (((a | d) ^ 136) + 1)) + ((a & (- 80)) | 1)) + ((a & d) & (~ (b | 22)))) + ((- d) & (- 5))) + ((((a | d) & 66) & (- d)) | (- 99))) + 99) + ((b | 22) & (- 39))) + 79) + (d & (- 45))) + 128) + (((- a) | 44) ^ ((- a) & (- 45)))) + (- 236)) + ((a | d) | 176)) + ((((a | d) & (- 181)) | (- d)) | 4)) + (((- a) & (- 45)) | (~ ((- a) | 44)))) + ((- a) | 44)) + 72) + ((- d) ^ (- 5)))), Size: 333, OrigSize: 333, VarNum: 3, IsPoly: false, AlterOrig: 28, AlterDeob: 38, RuleNumber: 162, RuleCount: 13026, LinearReduce: 0, SynthReduce: 0, RuleReduce: 333, Time: 77.000000
Name: target_190, Result: ((~ (c * c)) ^ (((((- 3) | ((((- e) | (- b)) | c) | e)) + (((((((((((((((((((((((- 378) | (((c & e) | (~ (((((- e) ^ 121) | (- b)) | c) | e))) << 1)) + ((e | ((((- e) ^ 121) | (- b)) | c)) ^ 2)) + ((((- c) & 64) | (- 200)) | ((- e) & 65))) + (((- e) & 120) & ((- 200) | ((- c) & 64)))) + ((((c & e) & (- 189)) | ((- c) & 2)) << 1)) + ((((b | (- e)) << 1) - (b ^ (- e))) | c)) - ((((- c) & 2) ^ ((c & e) & (- 189))) + (b ^ ((- c) ^ 66)))) + (202 | (((- e) ^ 121) & ((c | (- b)) | e)))) + (2 | (((((- e) ^ 121) & ((c | (- b)) | e)) | (- c)) & 64))) + (((- 122) | (- e)) & (b | ((- c) ^ 66)))) + (- 1)) + (((- c) & 66) ^ 197)) + ((- 65) | (- c))) + (- 134)) + ((e | ((c | (- b)) | (- e))) & 2)) + ((e | c) & (- b))) + 121) + ((e | ((c | (- b)) | ((- e) ^ 121))) ^ ((- 189) | (c & e)))) + (e | ((c | (- b)) | ((- e) ^ 121)))) + (((- c) ^ 66) | b)) + ((- 122) | ((b | ((- c) ^ 66)) | (- e)))) + (((e | (c | (- b))) & (138 | ((- c) & 64))) & ((- e) ^ 121)))) + 5) & b)), Size: 286, OrigSize: 286, VarNum: 3, IsPoly: false, AlterOrig: 24, AlterDeob: 31, RuleNumber: 162, RuleCount: 7563, LinearReduce: 0, SynthReduce: 0, RuleReduce: 286, Time: 61.000000
Name: target_191, Result: (- (b * b)), Size: 4, OrigSize: 4, VarNum: 1, IsPoly: true, AlterOrig: 0, AlterDeob: 0, RuleNumber: 162, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 4, Time: 2.000000
Name: target_192, Result: ((a & (e * a)) - 1), Size: 7, OrigSize: 84, VarNum: 2, IsPoly: false, AlterOrig: 4, AlterDeob: 0, RuleNumber: 162, RuleCount: 40, LinearReduce: 19, SynthReduce: 58, RuleReduce: 7, Time: 44.000000
Name: target_193, Result: 0, Size: 1, OrigSize: 1, VarNum: 0, IsPoly: true, AlterOrig: 0, AlterDeob: 0, RuleNumber: 162, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 1, Time: 0.000000
Name: target_194, Result: ((((((a | e) | (- 81)) + (((a | e) & 4) | (- 88))) + ((((((((((((((((e ^ a) & 53) + ((a | (- 85)) & e)) + ((e ^ a) - ((a | e) << 1))) + (((- a) ^ (- 140)) + 1)) + ((a ^ 84) + 1)) + (((e ^ a) ^ 53) + 1)) + ((- e) & (~ ((- a) | 139)))) + ((- a) | 139)) + (((- a) | 139) | (- e))) - (((- a) | 139) ^ (- e))) + (((- a) | 139) & (- 2))) + (- 183)) + ((e ^ a) | (- 54))) + 130) + (a & 84))) * ((((- a) & 152) | 1) + ((((((((((((((((((((((((e & 32) | (- e)) | (- 97)) + (((- e) | 158) & ((e & 62) ^ (- 116)))) + (((- e) & 138) ^ (((- e) & (- 160)) | 8))) + (((- e) << 1) & 16)) + (((e & a) + (- 1)) ^ 1)) + ((((e & a) + (- 1)) << 1) & 2)) + (((- a) ^ 152) + 1)) + (((- a) | (- 153)) ^ (- 67))) + ((- a) | (- 153))) + (- 67)) + (((- a) | (- 153)) & (- 67))) + (((- e) & (- 139)) ^ (- 30))) + 152) + ((e & 62) ^ 54)) + (e | (- 55))) + 54) + (e & 54)) + ((e & 62) | 115)) + (- 116)) + (e & 12)) + (e ^ 62)) + (- 220)))) + (((((a | e) | (- 81)) + (((a | e) & 4) | (- 88))) + ((((((((((((((((e ^ a) & 53) + ((a | (- 85)) & e)) + ((e ^ a) - ((a | e) << 1))) + (((- a) ^ (- 140)) + 1)) + ((a ^ 84) + 1)) + (((e ^ a) ^ 53) + 1)) + ((- e) & (~ ((- a) | 139)))) + ((- a) | 139)) + (((- a) | 139) | (- e))) - (((- a) | 139) ^ (- e))) + (((- a) | 139) & (- 2))) + (- 183)) + ((e ^ a) | (- 54))) + 130) + (a & 84))) * a)), Size: 382, OrigSize: 382, VarNum: 2, IsPoly: false, AlterOrig: 38, AlterDeob: 53, RuleNumber: 162, RuleCount: 7648, LinearReduce: 0, SynthReduce: 0, RuleReduce: 382, Time: 61.000000
Name: target_195, Result: (~ (b * ((((((7 & (- e)) | ((- 88) & b)) | (c & (((((- c) | (- 193)) & (- b)) & (b | 87)) & e))) << 1) - ((c & (((((- 193) | (- c)) & (- b)) & (87 | b)) & e)) ^ (((- 88) & b) | (7 & (- e))))) + ((((((((((((((((((((((((((((1 & (e & b)) + 87) + (2 | ((((b + 2147483647) | ((b | 86) ^ c)) | e) << 1))) + (((106 & (e ^ (- b))) | (((- b) & e) ^ ((- c) | (- 193)))) << 1)) - (((c ^ (1 | ((b - 1) | e))) ^ (87 | b)) + ((((- b) & e) ^ ((- 193) | (- c))) ^ (106 & (e ^ (- b)))))) + ((((c | e) ^ (- (e & c))) - (((c | e) | (- (e & c))) << 1)) | e)) + ((((e | c) ^ (- (c & e))) - (((- (c & e)) | (c | e)) << 1)) & e)) + (((- e) ^ 7) + 1)) + (((- c) ^ 192) + 1)) + ((b ^ (- 88)) + 1)) + ((- 193) | (- c))) - ((106 | (e ^ (- b))) ^ (1 | ((- b) & e)))) + ((- 11) & (87 | b))) + 10) + (95 | b)) + ((87 | b) ^ (- 12))) + ((((e ^ (- b)) | 106) | (((- b) & e) | 1)) | (c | (~ (b | 87))))) + ((((e & (- b)) | 1) | ((e ^ (- b)) | 106)) & ((~ (b | 87)) | c))) + ((((- c) | (- 193)) & (e & (- b))) | (c & (b | 87)))) + 2) + (1 & ((~ b) | e))) + (- 3)) + ((~ ((- b) & e)) | ((- c) | (- 193)))) + ((- 8) | (- e))) - b) + ((~ (1 | (e & (- b)))) & (106 | (e ^ (- b))))) + (1 | ((- b) & e))) + (- 8))))), Size: 355, OrigSize: 356, VarNum: 3, IsPoly: false, AlterOrig: 31, AlterDeob: 33, RuleNumber: 162, RuleCount: 5423, LinearReduce: 0, SynthReduce: 0, RuleReduce: 356, Time: 61.000000
Name: target_196, Result: (((((((- b) << 1) & 128) | ((- b) & 109)) ^ (- 192)) + (((((((((((((((((((((((((a & 27) ^ ((a ^ 27) | (b & (- d)))) + (((a & 27) & (b & (- d))) << 1)) + (((d << 1) & (- 56)) ^ (- 330))) + (d ^ 164)) + 1) + ((b * (a & d)) & ((((- (a & d)) | (d | a)) << 1) - ((a | d) ^ (- (a & d)))))) + (255 | (- b))) + (4 | ((- b) & 146))) + (d & (- 192))) + ((- 192) | d)) - ((- 192) | d)) + ((a & 27) ^ (b & (- d)))) + ((~ (a & 27)) | (b & (- d)))) + 1) + ((a & 27) & (b & (- d)))) + ((b & (- d)) & (a ^ (- 28)))) + (a ^ 27)) - ((b & (- d)) ^ (a ^ 27))) + (b ^ (- d))) + (191 | d)) + (- 176)) + ((- 28) | a)) + 84) - a)) & ((((- 158) | (((b | d) << 1) & 132)) + (((d | b) & (- 30)) ^ 79)) + (((((((((((((((((((((((((((- d) | (~ (a & 2147483541))) << 1) + (((- d) | (~ (a & (- 11)))) ^ (- 97))) + 1) + (((d | b) & (- 30)) ^ (29 | (b | d)))) + ((~ a) ^ ((((- a) | d) << 1) - (d ^ (- a))))) - (b ^ d)) + ((d | b) ^ (- 30))) + 30) + ((- b) & 34)) + (- 35)) + ((- 35) | (- b))) + (((- b) ^ 34) + 1)) + ((a & (- 11)) ^ (- d))) + (a & (- 11))) + 1) + ((a & (- 11)) & (- d))) + ((d | b) & ((- a) ^ (- 97)))) + ((- a) ^ 96)) + (((- a) ^ 96) | (b | d))) - ((d | b) ^ ((- a) ^ 96))) + ((- 97) | (- a))) + 1) + ((- 11) | a)) + ((- a) & 96)) + ((d | b) & (- 30))))), Size: 368, OrigSize: 368, VarNum: 3, IsPoly: false, AlterOrig: 47, AlterDeob: 56, RuleNumber: 162, RuleCount: 3593, LinearReduce: 0, SynthReduce: 0, RuleReduce: 368, Time: 61.000000
Name: target_197, Result: ((((c | ((c << 1) & a)) | ((((c | (- c)) | (- 21)) + (((c | (- c)) | 32) & (((c | (- c)) & 32) | 8))) + ((((((((((((((c | (- c)) & (- 97)) ^ (- 126)) & ((((c | (- c)) & 64) | (c & (- c))) | (- 67))) ^ ((((c | (- c)) & 2) ^ 2) | ((((c | (- c)) & 64) | (c & (- c))) | (- 67)))) + (((((c | (- c)) & (- 97)) ^ (- 126)) & ((((c | (- c)) & 64) | (c & (- c))) | (- 67))) << 1)) + ((((- c) ^ c) & 56) ^ 58)) + (((c + 31) & (~ c)) & 28)) + (((- c) & (- 3)) & c)) + ((~ ((c | (- c)) & 64)) << 1)) + ((- a) ^ a)) + (((- c) ^ c) | 66)) - ((a ^ (- a)) + (c * a))) + 64))) + ((c | ((c << 1) & a)) | ((a | 64) + ((((((((((c | (- c)) & 33) | (- 54)) + ((((a & 64) & (- c)) & c) ^ 110)) + ((((a & 64) & (- c)) & c) << 1)) + ((c | (- c)) | 33)) + ((a & 64) | ((c & (- c)) & (- 56)))) + ((c & (- c)) | (- 56))) + (- 97)) - (a + (c * a)))))) - ((c | ((c << 1) & a)) ^ (((((((- a) ^ a) & 98) | 132) - ((a | (- a)) & 49)) + ((((((((((((((((a & (- a)) | (- 25)) + (((a & (- a)) & 66) | (- 96))) + (- 1)) + (((a | (- a)) & 8) | (- 30))) + (- 47)) + (((a | (- a)) & (- 58)) | 48)) + (- 65)) + (((((a & (- a)) << 1) | (- 6)) | (((a & (- a)) & 90) ^ 35)) << 1)) - ((((a & (- a)) << 1) | (- 6)) ^ (((a & (- a)) & 90) ^ 35))) + ((a & (- a)) ^ 90)) + (- 98)) + (((- c) ^ c) ^ (- (c ^ (- c))))) + ((((- c) ^ c) & (- (c ^ (- c)))) << 1)) + 55) - (c * a))) + 8))), Size: 401, OrigSize: 413, VarNum: 2, IsPoly: false, AlterOrig: 24, AlterDeob: 42, RuleNumber: 162, RuleCount: 5586, LinearReduce: 0, SynthReduce: 0, RuleReduce: 413, Time: 74.000000
