Name: target_10, Result: ((((((((((((- 11) * y) * (x & (~ y))) + (y * x)) - ((10 * y) * (~ (x | y)))) - ((10 * y) * (~ (x | (~ y))))) + ((11 * x) * (x & (~ y)))) - (x * x)) + ((10 * x) * (~ (x | y)))) + ((10 * x) * (~ (x | (~ y))))) + ((11 * y) * (~ (x & y)))) - ((11 * x) * (~ (x & y)))), Size: 82, OrigSize: 82, VarNum: 2, IsPoly: true, AlterOrig: 8, AlterDeob: 8, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 82, Time: 62.000000
Name: target_1009, Result: (((((((((- 5) * ((((~ x) & (y | z)) & (~ t)) | ((y ^ ((~ x) | ((~ y) & z))) & t))) * (x & y)) - ((3 * ((((~ x) & (y | z)) & (~ t)) | ((y ^ ((~ x) | ((~ y) & z))) & t))) * (x & (~ y)))) + ((4 * ((((~ x) & (y | z)) & (~ t)) | ((y ^ ((~ x) | ((~ y) & z))) & t))) * (x | y))) + ((6 * ((((~ x) & (y | z)) & (~ t)) | ((y ^ ((~ x) | ((~ y) & z))) & t))) * y)) + ((5 * ((((~ x) & (y | z)) & (~ t)) | ((y ^ ((~ x) | ((~ y) & z))) & t))) * (~ (x | y)))) - ((5 * ((((~ x) & (y | z)) & (~ t)) | ((y ^ ((~ x) | ((~ y) & z))) & t))) * (~ (x | (~ y))))) - ((4 * ((((~ x) & (y | z)) & (~ t)) | ((y ^ ((~ x) | ((~ y) & z))) & t))) * (~ (x & (~ y))))), Size: 200, OrigSize: 200, VarNum: 4, IsPoly: true, AlterOrig: 6, AlterDeob: 7, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 200, Time: 61.000000
Name: target_101, Result: ((((((((((((((- 4) * y) * (x & y)) - (y * (x & (~ y)))) - ((6 * y) * (~ (x | y)))) - ((4 * y) * (~ (x | (~ y))))) + ((16 * (x & y)) * (x & y))) + ((4 * (x & y)) * (x & (~ y)))) + ((24 * (x & y)) * (~ (x | y)))) + ((16 * (x & y)) * (~ (x | (~ y))))) + ((5 * y) * (~ (x & (~ y))))) + ((2 * y) * (~ y))) - ((20 * (x & y)) * (~ (x & (~ y))))) - ((8 * (x & y)) * (~ y))), Size: 116, OrigSize: 116, VarNum: 2, IsPoly: true, AlterOrig: 11, AlterDeob: 11, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 116, Time: 63.000000
Name: target_1010, Result: ((((((((- 66) * (((y ^ (x & ((~ y) | z))) & (~ t)) | ((z & (~ (x & y))) & t))) * (x & y)) - ((3 * (((y ^ (x & ((~ y) | z))) & (~ t)) | ((z & (~ (x & y))) & t))) * (x & (~ y)))) + ((30 * (((y ^ (x & ((~ y) | z))) & (~ t)) | ((z & (~ (x & y))) & t))) * (~ (x ^ y)))) - ((36 * (((y ^ (x & ((~ y) | z))) & (~ t)) | ((z & (~ (x & y))) & t))) * (~ (x | (~ y))))) + ((33 * (((y ^ (x & ((~ y) | z))) & (~ t)) | ((z & (~ (x & y))) & t))) * (~ (x & (~ y))))) - ((66 * (((y ^ (x & ((~ y) | z))) & (~ t)) | ((z & (~ (x & y))) & t))) * (~ (x | y)))), Size: 169, OrigSize: 169, VarNum: 4, IsPoly: true, AlterOrig: 6, AlterDeob: 7, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 169, Time: 61.000000
Name: target_1011, Result: (((((((((- 96) * ((~ x) & ((~ y) & (z & t)))) * (x & y)) - ((224 * ((~ x) & ((~ y) & (z & t)))) * (x & (~ y)))) + ((192 * ((~ x) & ((~ y) & (z & t)))) * (x | y))) - ((80 * ((~ x) & ((~ y) & (z & t)))) * (~ (x ^ y)))) + ((48 * ((~ x) & ((~ y) & (z & t)))) * (~ (x | y)))) - ((176 * ((~ x) & ((~ y) & (z & t)))) * (~ (x | (~ y))))) + ((48 * ((~ x) & ((~ y) & (z & t)))) * (~ y))), Size: 116, OrigSize: 116, VarNum: 4, IsPoly: true, AlterOrig: 7, AlterDeob: 8, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 116, Time: 63.000000
Name: target_1012, Result: (((((((((((((((2 * ((~ x) & ((~ y) & (z & t)))) * (x & y)) + ((5 * ((~ x) & ((~ y) & (z & t)))) * (x & (~ y)))) + ((6 * ((~ x) & ((~ y) & (z & t)))) * (~ (x | y)))) + ((3 * ((~ x) & ((~ y) & (z & t)))) * (~ (x | (~ y))))) - ((4 * ((~ x) & ((~ y) & (z & t)))) * (~ y))) + ((2 * (((~ (x & (~ x))) & (~ t)) | (((x & (~ y)) | (~ (y ^ z))) & t))) * (x & y))) + ((5 * (((~ (x & (~ x))) & (~ t)) | (((x & (~ y)) | (~ (y ^ z))) & t))) * (x & (~ y)))) + ((6 * (((~ (x & (~ x))) & (~ t)) | (((x & (~ y)) | (~ (y ^ z))) & t))) * (~ (x | y)))) + ((3 * (((~ (x & (~ x))) & (~ t)) | (((x & (~ y)) | (~ (y ^ z))) & t))) * (~ (x | (~ y))))) - ((4 * (((~ (x & (~ x))) & (~ t)) | (((x & (~ y)) | (~ (y ^ z))) & t))) * (~ y))) - ((2 * ((~ x) & ((~ y) & (z & t)))) * (~ (x & (~ y))))) + (((~ x) & ((~ y) & (z & t))) * (~ (x ^ y)))) - ((2 * (((~ (x & (~ x))) & (~ t)) | (((x & (~ y)) | (~ (y ^ z))) & t))) * (~ (x & (~ y))))) + ((((~ (x & (~ x))) & (~ t)) | (((x & (~ y)) | (~ (y ^ z))) & t)) * (~ (x ^ y)))), Size: 308, OrigSize: 308, VarNum: 4, IsPoly: true, AlterOrig: 12, AlterDeob: 12, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 308, Time: 61.000000
Name: target_1013, Result: ((((((((18 * ((((~ x) & (y & z)) & (~ t)) | (((y & (~ z)) ^ ((~ x) | (y ^ z))) & t))) * (x & y)) + ((6 * ((((~ x) & (y & z)) & (~ t)) | (((y & (~ z)) ^ ((~ x) | (y ^ z))) & t))) * (x | (~ y)))) - ((3 * ((((~ x) & (y & z)) & (~ t)) | (((y & (~ z)) ^ ((~ x) | (y ^ z))) & t))) * (~ (x | y)))) + ((57 * ((((~ x) & (y & z)) & (~ t)) | (((y & (~ z)) ^ ((~ x) | (y ^ z))) & t))) * (~ (x | (~ y))))) + ((51 * ((((~ x) & (y & z)) & (~ t)) | (((y & (~ z)) ^ ((~ x) | (y ^ z))) & t))) * (x & (~ y)))) - ((33 * ((((~ x) & (y & z)) & (~ t)) | (((y & (~ z)) ^ ((~ x) | (y ^ z))) & t))) * (x ^ y))) - ((21 * ((((~ x) & (y & z)) & (~ t)) | (((y & (~ z)) ^ ((~ x) | (y ^ z))) & t))) * (x | y))), Size: 214, OrigSize: 214, VarNum: 4, IsPoly: true, AlterOrig: 7, AlterDeob: 7, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 214, Time: 63.000000
Name: target_1014, Result: (((((((9 * (~ (x | (y | (z | t))))) * (x & y)) + ((27 * (~ (x | (y | (z | t))))) * (x & (~ y)))) - ((12 * (~ (x | (y | (z | t))))) * y)) + ((27 * (~ (x | (y | (z | t))))) * (~ (x | y)))) - ((39 * (~ (x | (y | (z | t))))) * (~ y))) + ((9 * (~ (x | (y | (z | t))))) * (~ (x & y)))), Size: 89, OrigSize: 89, VarNum: 4, IsPoly: true, AlterOrig: 5, AlterDeob: 5, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 89, Time: 61.000000
Name: target_1015, Result: (((((((((240 * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * (x & y)) - ((10 * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * (x & (~ y)))) - ((220 * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * (~ (x ^ y)))) + ((160 * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * (~ (x | y)))) + ((40 * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * (~ (x | (~ y))))) + ((50 * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * (~ y))) - ((20 * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * (x ^ y))) - ((30 * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * (x | y))), Size: 147, OrigSize: 147, VarNum: 4, IsPoly: true, AlterOrig: 8, AlterDeob: 8, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 147, Time: 63.000000
Name: target_1016, Result: (((((((((- 12) * (x & ((~ y) & ((~ z) & t)))) * (x & y)) - ((6 * (x & ((~ y) & ((~ z) & t)))) * (x & (~ y)))) - ((2 * (x & ((~ y) & ((~ z) & t)))) * (~ (x | y)))) + ((12 * (x & ((~ y) & ((~ z) & t)))) * (~ (x | (~ y))))) - ((14 * (x & ((~ y) & ((~ z) & t)))) * (~ x))) + ((10 * (x & ((~ y) & ((~ z) & t)))) * (~ (x ^ y)))) + ((4 * (x & ((~ y) & ((~ z) & t)))) * (~ y))), Size: 115, OrigSize: 115, VarNum: 4, IsPoly: true, AlterOrig: 7, AlterDeob: 8, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 115, Time: 61.000000
Name: target_1017, Result: ((((((((39 * (~ (x | ((~ y) | ((~ z) | t))))) * (x & y)) + ((36 * (~ (x | ((~ y) | ((~ z) | t))))) * (x & (~ y)))) - ((42 * (~ (x | ((~ y) | ((~ z) | t))))) * (~ (x & (~ x))))) + ((15 * (~ (x | ((~ y) | ((~ z) | t))))) * (~ (x | y)))) + ((15 * (~ (x | ((~ y) | ((~ z) | t))))) * (~ (x | (~ y))))) + ((3 * (~ (x | ((~ y) | ((~ z) | t))))) * (~ (x & y)))) + ((21 * (~ (x | ((~ y) | ((~ z) | t))))) * (~ x))), Size: 124, OrigSize: 124, VarNum: 4, IsPoly: true, AlterOrig: 7, AlterDeob: 7, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 124, Time: 63.000000
Name: target_1018, Result: ((((((((- 24) * (x & (y & ((~ z) & t)))) * (x & (~ y))) - ((24 * (x & (y & ((~ z) & t)))) * (~ (x | (~ y))))) - ((24 * (x & (y & ((~ z) & t)))) * (x & y))) + ((120 * (x & (y & ((~ z) & t)))) * y)) - ((120 * (x & (y & ((~ z) & t)))) * (~ (x & (~ y))))) + ((96 * (x & (y & ((~ z) & t)))) * (~ (x | y)))), Size: 94, OrigSize: 94, VarNum: 4, IsPoly: true, AlterOrig: 5, AlterDeob: 6, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 94, Time: 61.000000
Name: target_1019, Result: (((((((- 11) * (((y ^ (x | ((~ y) & z))) & (~ t)) | ((x ^ ((~ y) | z)) & t))) * (x & y)) - ((22 * (((y ^ (x | ((~ y) & z))) & (~ t)) | ((x ^ ((~ y) | z)) & t))) * (x & (~ y)))) - ((11 * (((y ^ (x | ((~ y) & z))) & (~ t)) | ((x ^ ((~ y) | z)) & t))) * (~ (x | (~ y))))) + ((11 * (((y ^ (x | ((~ y) & z))) & (~ t)) | ((x ^ ((~ y) | z)) & t))) * (x | y))) - ((11 * (((y ^ (x | ((~ y) & z))) & (~ t)) | ((x ^ ((~ y) | z)) & t))) * (~ (x & (~ y))))), Size: 140, OrigSize: 140, VarNum: 4, IsPoly: true, AlterOrig: 5, AlterDeob: 6, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 140, Time: 63.000000
Name: target_102, Result: (((((((((36 * (x & (~ y))) * (x & y)) + ((36 * (x & (~ y))) * (~ (x | (~ y))))) + ((3 * (x & (~ y))) * (~ y))) + ((36 * (x & y)) * (x & y))) + ((36 * (x & y)) * (~ (x | (~ y))))) + ((3 * (x & y)) * (~ y))) - ((33 * (x & (~ y))) * y)) - ((33 * (x & y)) * y)), Size: 81, OrigSize: 81, VarNum: 2, IsPoly: true, AlterOrig: 6, AlterDeob: 6, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 81, Time: 61.000000
Name: target_1020, Result: (((((((((((((((((3 * (~ (x | (y | (z | t))))) * (x & (~ y))) + ((2 * (~ (x | (y | (z | t))))) * (~ (x & (~ y))))) - ((3 * (~ (x | (y | (z | t))))) * (~ (x | y)))) + ((2 * (~ (x | (y | (z | t))))) * (~ y))) + ((42 * (~ (x | ((~ y) | (z | t))))) * (x & (~ y)))) + ((28 * (~ (x | ((~ y) | (z | t))))) * (~ (x & (~ y))))) - ((42 * (~ (x | ((~ y) | (z | t))))) * (~ (x | y)))) + ((28 * (~ (x | ((~ y) | (z | t))))) * (~ y))) + ((3 * (~ (x | (y | (z | t))))) * (x & y))) - ((5 * (~ (x | (y | (z | t))))) * (x | y))) + ((~ (x | (y | (z | t)))) * x)) + ((4 * (~ (x | (y | (z | t))))) * (~ (x | (~ y))))) + ((42 * (~ (x | ((~ y) | (z | t))))) * (x & y))) - ((70 * (~ (x | ((~ y) | (z | t))))) * (x | y))) + ((14 * (~ (x | ((~ y) | (z | t))))) * x)) + ((56 * (~ (x | ((~ y) | (z | t))))) * (~ (x | (~ y))))), Size: 251, OrigSize: 251, VarNum: 4, IsPoly: true, AlterOrig: 14, AlterDeob: 14, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 251, Time: 63.000000
Name: target_1021, Result: (((((((((156 * ((~ x) & (y & ((~ z) & t)))) * (x & y)) + ((78 * ((~ x) & (y & ((~ z) & t)))) * (x & (~ y)))) - ((52 * ((~ x) & (y & ((~ z) & t)))) * x)) - ((78 * ((~ x) & (y & ((~ z) & t)))) * (~ (x ^ y)))) + ((78 * ((~ x) & (y & ((~ z) & t)))) * (~ (x | y)))) + ((39 * ((~ x) & (y & ((~ z) & t)))) * (~ (x | (~ y))))) - ((26 * ((~ x) & (y & ((~ z) & t)))) * (x | y))) + ((13 * ((~ x) & (y & ((~ z) & t)))) * (x | (~ y)))), Size: 131, OrigSize: 131, VarNum: 4, IsPoly: true, AlterOrig: 7, AlterDeob: 7, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 131, Time: 61.000000
Name: target_1022, Result: (((((((((- 1) * ((~ x) & (y & ((~ z) & t)))) * (x & y)) + (((~ x) & (y & ((~ z) & t))) * (x & (~ y)))) + ((6 * ((~ x) & (y & ((~ z) & t)))) * (~ (x | y)))) - ((5 * ((~ x) & (y & ((~ z) & t)))) * (~ (x | (~ y))))) - ((6 * ((~ x) & (y & ((~ z) & t)))) * (~ y))) + ((5 * ((~ x) & (y & ((~ z) & t)))) * (x ^ y))) - (((~ x) & (y & ((~ z) & t))) * (~ (x & y)))), Size: 112, OrigSize: 112, VarNum: 4, IsPoly: true, AlterOrig: 5, AlterDeob: 6, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 112, Time: 63.000000
Name: target_1023, Result: (((((((((10 * (((~ (x ^ (y & z))) & (~ t)) | ((y ^ (x & ((~ y) | z))) & t))) * (x & y)) + ((13 * (((~ (x ^ (y & z))) & (~ t)) | ((y ^ (x & ((~ y) | z))) & t))) * (x & (~ y)))) - ((12 * (((~ (x ^ (y & z))) & (~ t)) | ((y ^ (x & ((~ y) | z))) & t))) * (x | (~ y)))) - ((4 * (((~ (x ^ (y & z))) & (~ t)) | ((y ^ (x & ((~ y) | z))) & t))) * (~ (x ^ y)))) + ((17 * (((~ (x ^ (y & z))) & (~ t)) | ((y ^ (x & ((~ y) | z))) & t))) * (~ (x | y)))) - ((6 * (((~ (x ^ (y & z))) & (~ t)) | ((y ^ (x & ((~ y) | z))) & t))) * (~ (x | (~ y))))) + ((7 * (((~ (x ^ (y & z))) & (~ t)) | ((y ^ (x & ((~ y) | z))) & t))) * y)) - ((2 * (((~ (x ^ (y & z))) & (~ t)) | ((y ^ (x & ((~ y) | z))) & t))) * (~ (x & (~ x))))), Size: 221, OrigSize: 221, VarNum: 4, IsPoly: true, AlterOrig: 7, AlterDeob: 7, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 221, Time: 61.000000
