Name: target_10, Result: ((((x | (((((y & (- y)) << 1) | (- 8)) + ((((y & (- y)) & (- 77)) ^ 7) + 1)) + ((((y * (- 2)) + ((- x) ^ x)) - (((- y) & (~ (76 & y))) + (x ^ (- x)))) + (y | (- y))))) ^ (x & ((((y & 10) ^ 135) + ((y << 1) & 4)) + ((((((((y * (- 2)) - ((128 & (~ y)) & (- y))) + ((y & 53) | 10)) + ((y | (- y)) | (- 129))) + (((y & 64) | (- 194)) & (y | 127))) + ((- x) ^ x)) - (x ^ (- x))) + (- 78))))) + (x & ((((y | (- y)) | 1) + ((y | (- y)) & ((y & (- y)) | 1))) + ((((((((y & 1) | (x ^ 3)) << 1) | (- 152)) + ((x ^ ((y & 1) | (- 76))) ^ 76)) + 1) + ((x << 1) | 152)) - (x + y))))) + ((((((((((((((((x << 1) & 136) | 82) - (x & 76)) + (- 32)) + (((x << 1) & 290) ^ (- 306))) + ((x & (- 77)) ^ 190)) + 1) + (((x << 1) & 24) ^ (- 18))) + 2) + ((x << 1) | (- 6))) + ((((x << 1) & 8) | (- 270)) & ((x << 1) | (- 72)))) + 423) - (x + y)) & (x | (((((- y) | (1 ^ y)) ^ (- 78)) + ((0 & 1) << 1)) + (((((((- y) | 1) + (((- y) ^ y) | 152)) + (x | (- x))) + (x & (- x))) + (y & (- y))) + (- 76))))) & x)), Size: 296, OrigSize: 323, VarNum: 2, IsPoly: false, AlterOrig: 22, AlterDeob: 32, RuleNumber: 185, RuleCount: 162, LinearReduce: 3, SynthReduce: 24, RuleReduce: 296, Time: 61.000000
Name: target_1082, Result: (- ((t & ((((x << 1) | 2) + ((x ^ (- 2)) + 1)) + ((((((((((((((((((((((((((((((((((((y | (z ^ 68)) | (- 87)) + ((y | (- 87)) & (z ^ (- 156)))) + ((- x) | (- 117))) + (((t + 255) | (- z)) | (- 129))) + ((t - 1) & (- 156))) + ((y | (~ z)) ^ (y & x))) + ((t ^ (- 122)) + 1)) + ((z & (- 156)) | 2)) + (((- x) ^ 116) + 1)) + ((((- z) | (- t)) | (- 97)) & (z ^ 155))) + ((((- z) | (- t)) | (- 97)) | (z ^ (- 156)))) - ((((- z) | (- t)) | (- 97)) ^ (z ^ (- 156)))) + (y ^ 86)) + 86) + (y & 86)) + ((t | 121) ^ (t & (- 122)))) + ((t & (- 122)) | (~ (t | 121)))) + (t | 121)) + (t & (- 122))) + (((((- t) & 155) ^ (- 2)) & (((- z) | 31) & ((- t) | 1))) & (- 2))) + (((((- t) & 155) ^ (- 2)) & (((- z) | 31) & ((- t) | 1))) | 1)) + ((((((- t) & 155) ^ (- 2)) & (((- z) | 31) & ((- t) | 1))) ^ (- 2)) + 1)) + (- 2)) + ((- z) & 31)) + ((y - 1) | ((- t) & (- 2)))) - y) + ((- x) & 116)) + (- 82)) + (((- t) & (- 2)) & (- y))) + ((((- z) | (- t)) & (- 128)) | 14)) + (- 2)) + (z | 155)) + 237) + (((- t) & (- 2)) ^ (- y))) + 4))) | (((x & y) ^ ((((t | (- t)) | (- 94)) + ((t & (- t)) & 93)) + ((((((((((((((((((((((((((((((((((((((t ^ 32) | (~ (x & 60))) | (- y)) + 1) + ((((t ^ 2147483550) & (- y)) << 1) | 2)) + (((t ^ (- 98)) & (- y)) ^ (- 2))) + (((t << 1) & 120) ^ (- 66))) + (x ^ ((~ y) | z))) + ((x ^ 60) + 1)) + ((y ^ 49) + 1)) + (((- z) ^ 175) + 1)) - (((t ^ 97) ^ (- y)) + ((y | (- 50)) ^ ((t | (- t)) | (- 94))))) + (((t & 93) ^ 175) + 1)) + ((x | (- 61)) ^ ((- z) & 175))) + (((- z) & 175) | (~ (x | (- 61))))) + (x | (- 61))) + ((x | (- 61)) & ((- z) & 175))) + (((y | (- 50)) | ((t | (- t)) | (- 94))) ^ 61)) + ((y | (- 50)) | ((t | (- t)) | (- 94)))) + 61) + (((y | (- 50)) | ((t | (- t)) | (- 94))) & 61)) + ((- t) | 93)) + ((x & 60) ^ ((t ^ 97) | (- y)))) + (x & 60)) + ((x & 60) & ((t ^ 97) | (- y)))) + (y | (- 18))) + 17) + ((y | 76) & (~ ((t | (- t)) | (- 94))))) + (t & 13)) + (- 176)) + ((t & 13) | (- 176))) + (y & 17)) + z) + (t ^ 97)) + ((y & 49) ^ 83)) - x) + ((- z) | (- 176))) + 5))) & (~ t)))), Size: 591, OrigSize: 595, VarNum: 4, IsPoly: false, AlterOrig: 58, AlterDeob: 78, RuleNumber: 185, RuleCount: 251, LinearReduce: 2, SynthReduce: 0, RuleReduce: 593, Time: 62.000000
Name: target_1083, Result: ((((((((((((((((y & (- x)) | ((- y) ^ (- z))) << 1) + (~ (((- y) ^ (- z)) ^ (y & (- x))))) + (26 | (x & (- 63)))) + (x & 62)) + ((- z) | (y - 1))) - y) + 1) + ((- y) & (- z))) + ((- x) | y)) + ((- 25) | z)) + (z & (- 25))) + (- 3)) * ((((- z) | x) + (- 42)) + (((((((((((((((((((- y) | 65) | ((- t) & 18)) << 1) - (((- t) & 82) ^ (65 | (- y)))) + (((- y) & 65) ^ (t & 83))) + ((t & ((- y) & 65)) << 1)) + ((x & (t & (~ (y | z)))) | ((((x & (~ y)) | (~ (x ^ (y ^ z)))) & t) | (~ (((x | (~ z)) & y) | t))))) + ((x & (t & (~ (y | z)))) | ((((x & (~ y)) | (~ (x ^ (y ^ z)))) & t) | (~ (((x | (~ z)) & y) | t))))) - (((~ (((x | (~ z)) & y) | t)) | (((x & (~ y)) | (~ (x ^ (y ^ z)))) & t)) ^ (x & (t & (~ (z | y)))))) + (- 84)) + ((- 84) | t)) + ((t ^ 83) + 1)) + (x & (- z))) + (82 | (- t))) + y) + (- 40)) - x) + z))) + (((((((((((((((y & (- x)) | ((- y) ^ (- z))) << 1) + (~ (((- y) ^ (- z)) ^ (y & (- x))))) + (26 | (x & (- 63)))) + (x & 62)) + ((- z) | (y - 1))) - y) + 1) + ((- y) & (- z))) + ((- x) | y)) + ((- 25) | z)) + (z & (- 25))) * 19) + (- 57))), Size: 323, OrigSize: 325, VarNum: 4, IsPoly: false, AlterOrig: 24, AlterDeob: 25, RuleNumber: 185, RuleCount: 59, LinearReduce: 0, SynthReduce: 0, RuleReduce: 325, Time: 61.000000
Name: target_1084, Result: (((t & (((x & 1) + ((((((((((((((((((((((((((((((((((((((((((t | (- 5)) + ((((z & (- y)) & (- 182)) | (- x)) | 1)) + (((- x) | 1) & ((z & (- y)) & (- 181)))) + ((((- z) & (- 119)) | (y & 134)) << 1)) - (((- z) & (- 119)) ^ (y & 134))) + (((((y | z) | (- (y & z))) << 1) - ((y | z) ^ (- (y & z)))) | (y & (~ x)))) + ((x ^ (- 22)) + 1)) + (((y ^ (- t)) ^ (- 135)) + 1)) + ((t ^ (- 50)) + 1)) + (((- z) ^ (- 119)) + 1)) - ((z & (- 149)) ^ ((z ^ (- 149)) | (~ ((- y) & (- 53)))))) + ((x & (- 22)) & (~ (((- y) & (- 53)) ^ (z ^ (- 149)))))) + (((- y) & (- 53)) ^ (z ^ (- 149)))) + ((x & (- 22)) | (((- y) & (- 53)) ^ (z ^ (- 149))))) - ((x & (- 22)) ^ (((- y) & (- 53)) ^ (z ^ (- 149))))) + ((~ x) & 1)) + 2) + (x & 1)) + ((y ^ 134) | 118)) + ((y ^ 134) & 118)) + ((t | 49) & 52)) + (((t | 49) ^ 52) + 1)) + ((y ^ (- 135)) & (- t))) + ((z ^ (- 149)) | (~ ((- y) & (- 53))))) + ((z & 1) | 20)) + (y | (- 135))) + 49) + (x | (- 129))) + 15) + ((- z) | 119)) + ((z & (- 181)) | ((z ^ (- 149)) | (~ ((- y) & (- 53)))))) + ((- y) ^ (- 53))) + (t & (- 50))) + ((- y) | 52)) + (((- y) & (- 53)) | (- 70))) + (((- y) & (- 53)) & (z ^ (- 149)))) + 134) + ((- y) & (- 118))) + (- 65)) + ((x & (- 150)) | 1)) + (z | 148)) + ((y ^ 134) | (- t)))) + (- 53))) | (((x ^ z) | (~ y)) & (~ t))) * 11), Size: 371, OrigSize: 373, VarNum: 4, IsPoly: false, AlterOrig: 39, AlterDeob: 43, RuleNumber: 185, RuleCount: 5, LinearReduce: 0, SynthReduce: 0, RuleReduce: 373, Time: 62.000000
Name: target_1085, Result: ((((x & ((t & (~ y)) & z)) * (- 15)) | ((((t << 1) | 22) + ((t ^ (- 12)) + 1)) + ((((((((((((z | 139) + ((z & 128) | 10)) + (((- y) & (- 170)) | 33)) + ((- y) & 32)) + ((y & (((- 2) - ((((z & t) - ((t & z) << 1)) & (- 2)) + ((z & t) | (- 2)))) & (~ x))) * 38)) + ((- z) | (- t))) + ((- z) & (- t))) + (- 44)) + ((- y) | (- 138))) + (z & (- 12))) + ((z ^ (- 12)) + 1)) + y))) + (((x & ((t & (~ y)) & z)) * (- 15)) & ((y & (((- 2) - ((((z & t) - ((t & z) << 1)) & (- 2)) + ((z & t) | (- 2)))) & (~ x))) * 38))), Size: 154, OrigSize: 154, VarNum: 4, IsPoly: false, AlterOrig: 11, AlterDeob: 15, RuleNumber: 185, RuleCount: 4, LinearReduce: 0, SynthReduce: 0, RuleReduce: 154, Time: 61.000000
Name: target_1086, Result: (((((((- t) ^ t) - (t ^ (- t))) + ((x & (~ (y | (((z | t) << 1) - (t | z))))) << 3)) | (((t & (~ (y | x))) & z) * (- 6))) + (((x & (~ (y | (((z | t) << 1) - (t | z))))) << 3) | (((t & (~ (y | x))) & z) * (- 6)))) - ((((t & (~ (x | y))) & z) * (- 6)) ^ ((x & (~ ((((z | t) << 1) - (t | z)) | y))) << 3))), Size: 96, OrigSize: 98, VarNum: 4, IsPoly: false, AlterOrig: 5, AlterDeob: 7, RuleNumber: 185, RuleCount: 13, LinearReduce: 0, SynthReduce: 0, RuleReduce: 98, Time: 61.000000
Name: target_1087, Result: ((((((y & 112) | ((y << 1) & 128)) ^ (- 183)) + ((((((((((((((((((y & 112) | 1) + (((- z) ^ z) | (- 366))) - ((z | (- 183)) ^ (- z))) + ((y & (z & (t & (~ x)))) * 14)) + (z & 182)) + ((z ^ 182) + 1)) + ((- x) & (- 111))) + 110) + ((- x) | 110)) + (((- x) ^ (- 111)) + 1)) + (x & (- 115))) + (x | 114)) + ((x ^ (- 115)) + 1)) + (y ^ 112)) + (- 112)) - y) + 72)) | ((((y & (~ t)) & z) & x) * (- 3))) + (((((y & (~ t)) & z) & x) * (- 3)) & (((58 | (((- t) | 64) ^ ((- t) & (- 123)))) + (((((((((((((((((((((- t) << 1) & (- 230)) + ((- 4) | (y << 1))) + ((y & (- 59)) ^ 3)) + 1) + ((y & (z & ((1 | ((- 1) + (t & (~ x)))) + ((~ (t & (~ x))) & 1)))) * 14)) + ((- t) ^ (- 115))) + 115) + (t ^ z)) + ((~ t) | z)) + t) + 1) + (t & z)) + (x & (y - 1))) + ((- y) | x)) - (y + (x ^ (- y)))) + (y & (- 59))) + ((y ^ (- 59)) + 1)) + (- 183)) - (z + x))) + 119))), Size: 252, OrigSize: 261, VarNum: 4, IsPoly: false, AlterOrig: 18, AlterDeob: 23, RuleNumber: 185, RuleCount: 33, LinearReduce: 5, SynthReduce: 0, RuleReduce: 256, Time: 62.000000
Name: target_1088, Result: ((x & ((((((t & (x & 75)) | (- z)) & (y | (- 137))) | (((z & (- 107)) ^ (- 107)) & (- t))) + ((((t & (x & 1)) | (- z)) & (y | (- 235))) & (((z & (- 107)) ^ (- 107)) & (- t)))) + (((((((((((((((((((((((((((((((t & (x & 8)) | (- z)) | (y | (- 137))) + 117) + ((((x | (y & 148)) | (- y)) << 1) | 150)) - (((x | (y & 148)) | 75) ^ ((- y) & (- 10)))) + (y & (((z & t) + (- 94)) + ((((x << 1) | 188) + ((x ^ (- 95)) + 1)) - x)))) + ((y ^ 156) + 1)) - ((z | 106) ^ (- t))) + (((y & 156) ^ 233) + 1)) + ((- z) & (~ (t & (x & 75))))) + (t & (x & 75))) - ((t & (x & 75)) ^ (- z))) + (~ ((z & 1) | ((- y) | (- 10))))) + ((- y) | (- 10))) + (((z ^ (- 107)) | (- 214)) | ((- y) | (- 10)))) - (((z ^ (- 107)) | (- 214)) ^ ((- y) | (- 10)))) + ((t & (x & 75)) & (~ (z | 106)))) + (z | 106)) + ((t & (x & 75)) | (z | 106))) - ((t & (x & 75)) ^ (z | 106))) + (((x | 8) & (y & 156)) | 1)) + (z | 106)) + ((z ^ (- 107)) & (- 214))) + (- 157)) + ((y & 136) | (- 254))) - x) + ((z | 106) | (- t))) + 82) + (t ^ (x & 75))) + 1))) * 9), Size: 297, OrigSize: 297, VarNum: 4, IsPoly: false, AlterOrig: 32, AlterDeob: 39, RuleNumber: 185, RuleCount: 2744, LinearReduce: 0, SynthReduce: 0, RuleReduce: 297, Time: 61.000000
Name: target_1089, Result: ((((((t & (~ (z | x))) & y) * (- 7)) | (((((y << 1) & 128) | 336) + (((y & 96) ^ (- 169)) + 1)) + (((((y << 1) | (- 272)) + ((y & (- 97)) ^ 167)) + (- 63)) - ((((x | (~ (y | z))) & t) | (~ ((y ^ (x | (z & (~ y)))) | t))) + y)))) + ((((t & (~ (z | x))) & y) * (- 7)) | (- (((x | (~ (y | z))) & t) | (~ ((y ^ (x | (z & (~ y)))) | t)))))) - ((((t & (~ (z | x))) & y) * (- 7)) ^ (- (((x | (~ (y | z))) & t) | (~ ((y ^ (x | (z & (~ y)))) | t)))))), Size: 136, OrigSize: 136, VarNum: 4, IsPoly: false, AlterOrig: 4, AlterDeob: 8, RuleNumber: 185, RuleCount: 8, LinearReduce: 0, SynthReduce: 0, RuleReduce: 136, Time: 61.000000
Name: target_109, Result: (((y | x) + ((((y & 1) & x) - ((((y | (~ x)) & 1) | ((y & 1) & x)) << 1)) + (((((~ x) | y) & 1) & x) - (((((((((1 | (x & y)) - (((((~ x) | y) & 1) - ((((y & 1) & x) + (((((~ x) | y) & 1) ^ ((y & 1) & x)) ^ (1 | x))) + ((((~ (x & y)) & 1) | ((y | (~ x)) ^ 1)) << 1))) + (((((~ x) | y) ^ ((x & y) & 1)) + (1 | (y | (~ x)))) + ((((~ x) | y) & 1) ^ (1 | x))))) + (- 2)) + ((~ ((y | (~ x)) & 1)) | ((y & 1) & x))) + 1) + (((((~ x) | y) & 1) ^ (y & 1)) & x)) + ((y & 1) & x)) + (((y & 1) & x) | ((((y | (~ x)) & 1) ^ (y & 1)) & x))) + ((((~ x) | y) & 1) ^ ((y & 1) & x)))))) << (((((((((((((((((x | ((- y) & (- 256))) & (- 256)) ^ (- 70)) + (((((((((((((((- 154) | (y & 129)) + (y & (- 154))) + (- 1)) + ((253 | ((x | (- y)) & (- 256))) & ((- 33) | (x | y)))) + (((- x) | y) << 1)) - (((- x) | (y & (- 25))) ^ (y & 24))) + ((x ^ (- 32)) + 1)) + (((- y) ^ (- 150)) + 1)) - ((y & (- 25)) ^ (- x))) + (((- y) & (- 152)) ^ 24)) + (((- y) & (- 152)) ^ 30)) + ((((- y) & (- 150)) ^ (- 29)) + 1)) + (1 | ((((- y) & (- 256)) | x) & (- 256)))) + 252)) + 6) + (((- 33) | x) & (~ (y & (- 25))))) - (((- 33) | x) ^ (y & (- 25)))) + (x & (- 32))) + (- 13)) + ((- x) & (~ (y & (- 25))))) + ((132 | ((- y) & (- 256))) & (95 | x))) + ((- 107) | (- y))) + ((- 27) | ((- y) & (- 150)))) + 26) + ((- y) & 10)) + (10 | (x & 64))) + 7)), Size: 396, OrigSize: 397, VarNum: 2, IsPoly: false, AlterOrig: 30, AlterDeob: 38, RuleNumber: 185, RuleCount: 4945, LinearReduce: 0, SynthReduce: 0, RuleReduce: 397, Time: 61.000000
Name: target_1090, Result: ((x & ((((((z & 15) ^ 74) & t) | (- 80)) + (y & (((z & (- 81)) ^ 90) & t))) + (((((((((((((((((((((((((((((z & 7) ^ 2) & t) | ((t ^ (- y)) | 72)) + ((z & 80) | (- z))) << 1) + (((t ^ ((t ^ (- y)) | 72)) ^ ((z & (- 81)) ^ 90)) + ((((z & (- 81)) ^ 90) & t) | (~ y)))) - (((((z & 15) ^ 74) & t) ^ ((t ^ (- y)) | 72)) + ((z & 80) ^ (- z)))) + (y & (((((((- 2) - (z | (~ t))) << 1) | 2) + ((((- 2) - (z | (~ t))) ^ (- 2)) + 1)) + 68) + ((((x << 1) | (- 136)) + ((x ^ 67) + 1)) - x)))) + ((x ^ 70) + 1)) + (((t ^ (- y)) ^ (- 73)) + 1)) + ((~ t) | (- y))) + (y ^ (((z & (- 81)) ^ 90) & t))) + y) + ((((z & (- 81)) ^ 90) & t) ^ 79)) + (- 78)) + ((((t ^ (- y)) & (- 73)) ^ (- 73)) | (((z & (- 81)) ^ 90) ^ t))) + 1) + (((t ^ (- y)) | 72) & (((z & (- 81)) ^ 90) ^ t))) + ((- x) | (- t))) + ((t & (- y)) | (z & 10))) + ((t ^ (- y)) & (- 73))) + 72) + (x | (- 71))) + ((t & (- y)) & (z & 10))) + ((- x) & (- t))) + ((z & 10) | 1)) + (- 82)) + (x & 70)))) * (- 23)), Size: 289, OrigSize: 289, VarNum: 4, IsPoly: false, AlterOrig: 19, AlterDeob: 27, RuleNumber: 185, RuleCount: 2136, LinearReduce: 0, SynthReduce: 0, RuleReduce: 289, Time: 61.000000
Name: target_1091, Result: (((t & ((((((x + 63) | (t + 63)) | z) | (- 33)) + (((((x + 31) | (t + 31)) | z) & 22) | 65)) + (((((((((((((((((((((((((((((((((((((((((((((- y) | 54) & (x - 1)) | (((- x) & (- t)) | 136)) + (x | 19)) + ((t & 65) | ((x - 1) | (- t)))) + (y | ((- z) | 136))) << 1) - (((((((- y) | 54) & (x - 1)) ^ (((- x) & (- t)) | 136)) + ((y & 1) ^ (x | 19))) + ((t & 65) ^ ((x - 1) | (- t)))) + (y | ((- z) | 136)))) + (((((- y) | 54) & ((- x) ^ (- t))) << 1) | 2)) + ((x ^ z) | (((x ^ y) + (- 102)) + ((((x << 1) | 204) + ((x ^ (- 103)) + 1)) - x)))) + (((- y) ^ (- 55)) + 1)) + (((- z) ^ (- 137)) + 1)) + ((x ^ (- 20)) + 1)) - (((- y) | 54) ^ (- x))) + ((((- x) & (- t)) ^ (- 137)) + 1)) + ((((- x) & (- t)) | 136) ^ (t | 65))) + ((t | 65) | (~ (((- x) & (- t)) | 136)))) + 1) + ((((- x) & (- t)) | 136) & (t | 65))) + (y & (~ ((z | (~ ((- x) & (- t)))) & 54)))) + ((z | (~ ((- x) & (- t)))) & 54)) + (y | ((z | (~ ((- x) & (- t)))) & 54))) - (y ^ ((z | (~ ((- x) & (- t)))) & 54))) + ((((- x) & (- t)) ^ z) | 1)) + ((((- x) & (- t)) ^ z) & 1)) + (((- y) & (- 55)) ^ 1)) + ((- y) | (- 2))) + (- 133)) + (((- x) & (- t)) & z)) + (- 105)) + (((- z) | (~ y)) | 136)) + (((- x) ^ (- t)) | (~ ((- y) | 54)))) + 1) + (x & (- 20))) + ((z | (~ ((- x) & (- t)))) ^ 54)) + (((- z) & (- 137)) & ((((- y) | 54) & ((- x) ^ (- t))) ^ (- 2)))) + (((- z) & (- 137)) | ((((- y) | 54) & ((- x) ^ (- t))) ^ (- 2)))) + (((- x) & (- t)) & (- 137))) + 136) + (((- y) | 54) ^ ((- x) ^ (- t)))) + 19) - x) + (- 65)) + (((- y) | 54) | (- x))))) | ((x ^ (z & (~ y))) & (~ t))) * (- 2)), Size: 461, OrigSize: 465, VarNum: 4, IsPoly: false, AlterOrig: 35, AlterDeob: 42, RuleNumber: 185, RuleCount: 7, LinearReduce: 0, SynthReduce: 0, RuleReduce: 465, Time: 61.000000
Name: target_1092, Result: ((((z ^ ((((t << 1) | (- 114)) + (((t & 184) ^ (- 133)) + 1)) + (((((((((((((((((((((((((((((((t - 1) | 136) ^ (x | 1)) | ((- x) | 118)) << 1) - (((t - 1) | 184) ^ (x | 37))) + (((((- t) | 184) & (z | 66)) | ((- x) & 118)) | 1)) + (t & 1)) + ((- y) ^ y)) - (y ^ (- y))) + (x | (((y & (~ z)) + 36) + ((((x << 1) | (- 72)) + ((x ^ 35) + 1)) - x)))) + (t & (- 185))) + ((z & 1) & (~ (((- t) & (- 185)) & (x | 37))))) + (((- t) & (- 185)) & (x | 37))) + ((z & 1) | (((- t) & (- 185)) & (x | 37)))) - ((z & 1) ^ (((- t) & (- 185)) & (x | 37)))) + ((((- t) & (- 185)) ^ (x | 37)) ^ ((- x) | 118))) + (((- t) & (- 185)) ^ (x | 37))) + (((((- t) | 184) & z) & (- x)) & 52)) + ((((z | 66) & ((- x) & 118)) & ((- t) | 184)) | (- 61))) + ((((z | 66) & ((- x) & 118)) & ((- t) | 184)) ^ 61)) + ((- t) ^ (- 185))) + ((- z) ^ 1)) + ((x | 37) | (~ ((- t) & (- 185))))) + ((- t) & (- 185))) + 24) + (x & 37)) + ((z | (- t)) | 251)) + ((- z) | (- 2))) + (z & 67)) + 3))) & t) | ((((x | (- 2)) + (((((((((((((((((((((((((((((((((t << 1) & 64) | 280) + ((t & 36) ^ (- 141))) + ((z | ((t | (x | (- y))) | (- 37))) << 1)) + ((t * 30) | (- 22))) - ((((t | (x | (- y))) | (- 37)) ^ (z | (t & 36))) + ((- t) & 10))) + 12) + ((x + 15) & 10)) + ((x & z) ^ (y | z))) + ((t ^ 36) + 1)) - ((x ^ (- y)) + (x & 1))) + 150) + (z & (~ (t & 36)))) + ((t | (- 37)) | (x | (- y)))) - ((z ^ (t & 36)) + (((t | (- 37)) | (x | (- y))) ^ (- y)))) + ((x & 1) | (- 150))) + ((- t) & 10)) + (((- x) & (- 150)) | y)) + (((- x) & (- 150)) & y)) + (x & 1)) + 133) + ((- z) ^ (- 96))) + (- 37)) + ((t | (- 37)) & (x | (- y)))) + (- 150)) + ((- t) ^ 10)) + ((x & (y - 1)) | ((- x) | 149))) + (((- x) & (- 11)) ^ (- 149))) + ((- z) | 95)) + (- 96)) + ((x & (y - 1)) & ((- x) | 149))) + ((- z) & (- 96)))) + 4) & (~ t))) * (- 5)), Size: 526, OrigSize: 536, VarNum: 4, IsPoly: false, AlterOrig: 47, AlterDeob: 56, RuleNumber: 185, RuleCount: 228, LinearReduce: 0, SynthReduce: 0, RuleReduce: 536, Time: 61.000000
Name: target_1093, Result: (((~ (t | ((((y & ((x & 25) ^ 25)) | (- y)) + ((((x & 25) ^ 25) & (- y)) & y)) + ((((((((((((((((((((((((x + (- 26)) + (((z << 1) & 132) | (- 136))) + ((z & 78) ^ 67)) + 1) + (x & (z | (~ y)))) + ((z ^ 78) + 1)) + (((- t) ^ (- 6)) + 1)) - ((t ^ (- x)) + (y ^ (x | (- 26))))) + ((t | (- x)) & (- 6))) + 5) + ((t | (- x)) | 5)) + (((t | (- x)) ^ (- 6)) + 1)) + 241) + ((z | (- 79)) & (~ (t | (- x))))) + (t | (- x))) + ((z | (- 79)) | (t | (- x)))) - ((z | (- 79)) ^ (t | (- x)))) + ((- t) & (- 6))) + (- 53)) + ((- t) | 5)) + (- 125)) - z) + 26) + (y | (x | (- 26))))))) | (((((((((t | (- y)) | x) | y) & (- 128)) | 126) + ((((t | (- y)) | y) & (- 36)) & ((x & (- 128)) | 126))) + (((((((((((((((((((((((((((((((((((((x ^ (- 90)) + (((x << 1) & (- 72)) ^ 176)) + ((x & (- 128)) | 119)) + ((x & 4) | 2)) + ((t << 1) | 2)) - ((y | (~ x)) + x)) + ((- t) ^ 89)) + (~ (y ^ t))) - (((- t) | (- 90)) ^ (t ^ (- 2)))) + ((y & (~ t)) ^ ((- z) | (- 88)))) + (((- z) | (- 88)) | (t | (~ y)))) + (y & (~ t))) + 1) + ((y & (~ t)) & ((- z) | (- 88)))) + (((t | (- y)) | y) ^ (- 36))) + (((t | (- y)) | y) | 35)) + 1) + (((y | t) & (- y)) | (- 170))) + ((x ^ (- 36)) | 89)) + (- 89)) + ((x ^ (- 36)) & (- 90))) + (((y | t) & (- y)) | 169)) + (- 169)) + z) + 83) + (x & 92)) + ((- z) ^ 87)) + (((- z) & 86) | 1)) + 148) + (z & 1)) + (((- t) | (- 90)) & (t ^ 1))) + (t ^ (- 2))) + (- 57)) + (x | (- 89))) + ((- t) & 89)) - x) + (((t ^ 88) | (- t)) | (- 90)))) & ((((t ^ (x + (- 1))) | ((x & (((- t) & (- z)) & 34)) & z)) + ((((((- t) & (- z)) & 34) & (t ^ (x + 63))) & x) & z)) + ((((((((((((((((((((((((((- t) | (- z)) & (z | x)) | (- y)) + ((((- x) & (~ t)) & (((- t) & (- z)) & 34)) | 1)) + (x ^ (y ^ z))) - ((((- t) | (- z)) & (z | x)) ^ (- y))) + ((z & x) ^ (((- t) & (- z)) & 34))) + ((((- t) & (- z)) & 34) | (~ (z & x)))) + (z & x)) + (((((- t) | (- z)) & (z | x)) | (- y)) | 151)) + (((((- t) | (- z)) & (z | x)) | (- y)) & 151)) + (((- x) & (~ t)) | (((- t) & (- z)) & 34))) + (- 1)) + t) + (y ^ (t | (((- t) | (- z)) | (z | x))))) + ((t & (((- t) | (- z)) | (z | x))) | (- 295))) + ((x - 1) | (~ t))) - x) + 111) + ((t & (((- t) | (- z)) | (z | x))) & (- 295))) + (((- t) & (- z)) ^ 34)) + ((t | (((- t) | (- z)) | (z | x))) | (~ y))) + y) + (y & (t | (((- t) | (- z)) | (z | x))))) + 3))) & t)) * 7), Size: 694, OrigSize: 697, VarNum: 4, IsPoly: false, AlterOrig: 64, AlterDeob: 75, RuleNumber: 185, RuleCount: 397, LinearReduce: 1, SynthReduce: 0, RuleReduce: 696, Time: 61.000000
Name: target_1094, Result: (((x & ((t & (~ y)) & z)) << 2) - (((x & (~ (y | t))) | (t & ((z & (y ^ x)) ^ (~ y)))) << 1)), Size: 30, OrigSize: 30, VarNum: 4, IsPoly: false, AlterOrig: 0, AlterDeob: 0, RuleNumber: 185, RuleCount: 2, LinearReduce: 0, SynthReduce: 0, RuleReduce: 30, Time: 61.000000
Name: target_1095, Result: (((((((- z) ^ z) - (z ^ (- z))) + ((x & (z & (((((- 2) - (y | (~ t))) << 1) | 2) + ((((- 2) - (y | (~ t))) ^ 1073741822) + 1)))) * (- 4))) | ((~ (x | (y | (t | (~ z))))) * (- 14))) + (((x & (z & (((((- 2) - (y | (~ t))) << 1) | 2) + ((((- 2) - (y | (~ t))) ^ 1073741822) + 1)))) * (- 4)) | ((~ (x | (y | (t | (~ z))))) * (- 14)))) - (((~ ((y | (t | (~ z))) | x)) * (- 14)) ^ ((x & (z & ((2 | (((- 2) - (y | (~ t))) << 1)) + ((((- 2) - ((~ t) | y)) ^ 1073741822) + 1)))) * (- 4)))), Size: 141, OrigSize: 143, VarNum: 4, IsPoly: false, AlterOrig: 5, AlterDeob: 16, RuleNumber: 185, RuleCount: 16, LinearReduce: 0, SynthReduce: 0, RuleReduce: 143, Time: 61.000000
