Name: target_0, Result: (x | y), Size: 3, OrigSize: 1350, VarNum: 2, IsPoly: false, AlterOrig: 55, AlterDeob: 0, RuleNumber: 977, RuleCount: 18, LinearReduce: 0, SynthReduce: 1311, RuleReduce: 39, Time: 2.000000
Name: target_108, Result: (x & y), Size: 3, OrigSize: 953, VarNum: 2, IsPoly: false, AlterOrig: 55, AlterDeob: 0, RuleNumber: 977, RuleCount: 159, LinearReduce: 0, SynthReduce: 779, RuleReduce: 174, Time: 3.000000
Name: target_109, Result: (y & ((x | (~ y)) | (x & (((- 1) * (~ (x | y))) + (x + (- (x & ((- 1) * (~ (x | y)))))))))), Size: 29, OrigSize: 759, VarNum: 2, IsPoly: false, AlterOrig: 98, AlterDeob: 3, RuleNumber: 977, RuleCount: 365, LinearReduce: 438, SynthReduce: 65, RuleReduce: 256, Time: 64.000000
Name: target_11, Result: (x & y), Size: 3, OrigSize: 827, VarNum: 2, IsPoly: false, AlterOrig: 41, AlterDeob: 0, RuleNumber: 977, RuleCount: 170, LinearReduce: 5, SynthReduce: 517, RuleReduce: 305, Time: 3.000000
Name: target_110, Result: (x ^ y), Size: 3, OrigSize: 2799, VarNum: 2, IsPoly: false, AlterOrig: 181, AlterDeob: 0, RuleNumber: 977, RuleCount: 5323, LinearReduce: 2649, SynthReduce: 26, RuleReduce: 124, Time: 42.000000
Name: target_111, Result: (x - y), Size: 3, OrigSize: 929, VarNum: 2, IsPoly: false, AlterOrig: 86, AlterDeob: 0, RuleNumber: 977, RuleCount: 143, LinearReduce: 0, SynthReduce: 594, RuleReduce: 335, Time: 5.000000
Name: target_112, Result: (((- ((~ ((((((((- ((- (~ (((((((~ x) | ((~ ((~ x) | ((- x) & (~ (x | (- x)))))) + (- (x + x)))) | x) + (- x)) | (~ (x | y))) | y) + ((~ x) | y)))) + (x & (~ y)))) + ((~ x) | y)) ^ y) + (((~ x) | (~ (x | y))) | y)) - ((~ x) | y)) & (((- (- ((((~ x) | (- (x | (x & (- (x & y)))))) | x) + (- x)))) | (~ (x | y))) | y)) - ((- 1) * (~ x))) | ((~ ((((((- ((- (~ (((((((~ x) | ((~ ((~ x) | ((- x) & (~ (x | (- x)))))) + (- (x + x)))) | x) + (- x)) | (~ (x | y))) | y) + ((~ x) | y)))) + (x & (~ y)))) + ((~ x) | y)) ^ y) + (((~ x) | (~ (x | y))) | y)) - (((~ x) | (~ (x | y))) | y)) & (((- (- ((- x) + (((~ x) | (- (x | (x & (- (x & y)))))) | x)))) | (~ (x | y))) | y))) + ((- 1) * (~ x))))) ^ (((~ ((((((((- ((- (~ (((((((~ x) | ((~ ((~ x) | ((- x) & (~ (x | (- x)))))) + (- (x + x)))) | x) + (- x)) | (~ (x | y))) | y) + ((~ x) | y)))) + (x & (~ y)))) + ((~ x) | y)) ^ y) + (((~ x) | (~ (x | y))) | y)) - (((~ x) | (~ (x | y))) | y)) & (((- (- ((((~ x) | (- (x | (x & (- (x & y)))))) | x) + (- x)))) | (~ (x | y))) | y)) - ((- 1) * (~ x))) | ((~ ((((((- ((- (~ (((((((~ x) | ((~ ((~ x) | ((- x) & (~ (x | (- x)))))) + (- (x + x)))) | x) + (- x)) | (~ (x | y))) | y) + ((~ x) | y)))) + (~ ((y | (~ x)) | ((((~ x) | (x - 1)) + ((- x) & x)) + (- x)))))) + ((~ x) | y)) ^ y) + (((~ x) | (~ (x | y))) | y)) - (((~ x) | (~ (x | y))) | y)) & (((- (- ((- x) + (((~ x) | (- (x | (x & (- (x & y)))))) | x)))) | (~ (x | y))) | y))) + ((- 1) * (~ x))))) & (((~ ((((((- ((- (~ (((((((~ x) | ((~ ((~ x) | ((- x) & (~ (x | (- x)))))) + (- (x + x)))) | x) + (- x)) | (~ (x | y))) | y) + ((~ x) | y)))) + (x & (~ y)))) + ((~ x) | y)) ^ y) + (((~ x) | (~ (x | y))) | y)) - (((~ x) | (~ (x | y))) | y)) & (((- (- ((- x) + (((~ x) | (- (x | (x & (- (x & y)))))) | x)))) | (~ (x | y))) | y))) + ((- 1) * (~ x))) | (((((((- ((- (~ (((((((~ x) | ((~ ((~ x) | ((- x) & (~ (x | (- x)))))) + (- (x + x)))) | x) + (- x)) | (~ (x | y))) | y) + ((~ x) | y)))) + (x & (~ y)))) + ((~ x) | y)) ^ y) + (((~ x) | (~ (x | y))) | y)) - (((~ x) | (~ (x | y))) | y)) & (((- (- ((((~ x) | (- (x | (x & (- (x & y)))))) | x) + (- x)))) | (~ (x | y))) | y)) - ((- 1) * (~ x))))) & (~ ((((((((- ((- (~ (((((((~ x) | ((~ ((~ x) | ((- x) & (~ (x | (- x)))))) + (- (x + x)))) | x) + (- x)) | (~ (x | y))) | y) + ((~ x) | y)))) + (x & (~ y)))) + ((~ x) | y)) ^ y) + (((~ x) | (~ (x | y))) | y)) - (((~ x) | (~ (x | y))) | y)) & (((- (- ((((~ x) | (- (x | (x & (- (x & y)))))) | x) + (- x)))) | (~ (x | y))) | y)) - ((- 1) * (~ x))) | ((~ ((((((- ((- (~ (((((((~ x) | ((~ ((~ x) | ((- x) & (~ (x | (- x)))))) + (- (x + x)))) | x) + (- x)) | (~ (x | y))) | y) + ((~ x) | y)))) + (x & (~ y)))) + ((~ x) | y)) ^ y) + (((~ x) | (~ (x | y))) | y)) - (((~ x) | (~ (x | y))) | y)) & (((- (- ((- x) + (((~ x) | (- (x | (x & (- (x & y)))))) | x)))) | (~ (x | y))) | y))) + ((- 1) * (~ x)))))))) & ((~ ((((((- ((- (~ (((((((~ x) | ((~ ((~ x) | ((- x) & (~ (x | (- x)))))) + (- (x + x)))) | x) + (- x)) | (~ (x | y))) | y) + ((~ x) | y)))) + (x & (~ y)))) + ((~ x) | y)) ^ y) + (((~ x) | (~ (x | y))) | y)) - (y | (~ x))) & (((- (- ((((~ x) | (- (x | (x & (- (x & y)))))) | x) + (- x)))) | (~ (x | y))) | y))) + ((- 1) * (~ x)))) | ((~ ((((((- ((- (~ (((((((~ x) | ((~ ((~ x) | ((- x) & (~ (x | (- x)))))) + (- (x + x)))) | x) + (- x)) | (~ (x | y))) | y) + ((~ x) | y)))) + (x & (~ y)))) + ((~ x) | y)) ^ y) + (((~ x) | (~ (x | y))) | y)) - (((~ x) | (~ (x | y))) | y)) & (((- (- ((((~ x) | (- (x | (x & (- (x & y)))))) | x) + (- x)))) | (~ (x | y))) | y))) + ((- 1) * (~ x)))), Size: 1075, OrigSize: 4894, VarNum: 2, IsPoly: false, AlterOrig: 666, AlterDeob: 184, RuleNumber: 977, RuleCount: 1285, LinearReduce: 1757, SynthReduce: 1681, RuleReduce: 1456, Time: 62.000000
Name: target_113, Result: ((x & y) & (((x ^ (- (x & (x + (y - x))))) ^ (- (x & y))) - ((((~ (x ^ (- (x & y)))) ^ (x ^ (- (x & y)))) & (~ (- ((~ 1) & 1)))) ^ (((((~ ((- (x & y)) ^ (~ ((x ^ (~ (- (x & y)))) ^ (- (x & y)))))) ^ x) ^ x) ^ ((x ^ (- (x & y))) & (x | (- (x & y))))) | (~ ((~ ((- (x & y)) ^ x)) ^ (x ^ (- (y & x))))))))), Size: 95, OrigSize: 517, VarNum: 2, IsPoly: false, AlterOrig: 75, AlterDeob: 18, RuleNumber: 977, RuleCount: 1540, LinearReduce: 238, SynthReduce: 125, RuleReduce: 154, Time: 62.000000
Name: target_114, Result: (x - y), Size: 3, OrigSize: 533, VarNum: 2, IsPoly: false, AlterOrig: 59, AlterDeob: 0, RuleNumber: 977, RuleCount: 103, LinearReduce: 0, SynthReduce: 430, RuleReduce: 103, Time: 8.000000
Name: target_115, Result: (x - y), Size: 3, OrigSize: 3708, VarNum: 2, IsPoly: false, AlterOrig: 339, AlterDeob: 0, RuleNumber: 977, RuleCount: 589, LinearReduce: 15, SynthReduce: 2500, RuleReduce: 1193, Time: 4.000000
Name: target_116, Result: (x & y), Size: 3, OrigSize: 1882, VarNum: 2, IsPoly: false, AlterOrig: 106, AlterDeob: 0, RuleNumber: 977, RuleCount: 546, LinearReduce: 0, SynthReduce: 1620, RuleReduce: 262, Time: 7.000000
Name: target_117, Result: ((x + (((y - 1) & y) + ((- y) & y))) & ((~ ((((~ ((~ ((x | (x + x)) ^ ((~ x) & (x << 1)))) & (((((~ x) - x) | (~ (((~ x) - x) | (x + x)))) & (~ x)) | ((~ x) & (x << 1))))) & (x | (2 * x))) & (x | (x + x))) ^ (~ ((x | (x + x)) & ((x | (x + x)) & ((x | (x + x)) ^ ((~ x) & (x << 1)))))))) - (((- y) - (((- ((x | (x + x)) & ((x | (x + x)) & ((x | (x + x)) ^ ((~ x) & (x << 1)))))) - ((- ((x | (x + x)) & ((x | (x + x)) & ((x | (x + x)) ^ ((~ x) & (x << 1)))))) - ((~ (((((((x + (- (x | ((~ ((x + ((~ ((x + x) | x)) | (x & (~ (x | (x + x)))))) - x)) & (x | (x + x)))))) & (~ ((x | (2 * x)) | (x + (- (x | (x + x))))))) & (x + (- (x | (x + x))))) & (~ ((x | (x + x)) | (x + (- (x | (x + x))))))) + ((((~ (((x + (- (((~ ((x + ((~ (x | (x + x))) | (x & (((((~ (x | (x + x))) | x) | (x + x)) | x) + (- (x | (x + x))))))) - x)) & (x | (x + x))) | x))) & (~ (((x + (- (x | (x + x)))) | (x + x)) | x))) & (x + (- ((((x & (- (~ (x | (x + x))))) | (x + x)) | x) | x))))) | x) | ((x + x) + (- (x & (x + x))))) | (x + (- (x | (x + x)))))) ^ (~ (x + (- (x | (x + x)))))) + (((x & ((x | (x + x)) | (~ x))) | x) | (x + x)))) & (((x | (x + x)) & ((x | (x + x)) & ((x | (x + x)) ^ ((~ x) & (x << 1))))) + (~ ((x | (x + x)) & ((x | (x + x)) & ((x | (x + x)) ^ ((~ x) & (x << 1)))))))))) + ((x | (x + x)) & ((x | (x + x)) & ((x | (x + x)) ^ ((~ x) & (x << 1))))))) + y))), Size: 432, OrigSize: 727, VarNum: 2, IsPoly: false, AlterOrig: 68, AlterDeob: 44, RuleNumber: 977, RuleCount: 7778, LinearReduce: 114, SynthReduce: 27, RuleReduce: 586, Time: 61.000000
Name: target_118, Result: (x | y), Size: 3, OrigSize: 1868, VarNum: 2, IsPoly: false, AlterOrig: 52, AlterDeob: 0, RuleNumber: 977, RuleCount: 836, LinearReduce: 58, SynthReduce: 1069, RuleReduce: 741, Time: 46.000000
Name: target_119, Result: (y | x), Size: 3, OrigSize: 2895, VarNum: 2, IsPoly: false, AlterOrig: 159, AlterDeob: 0, RuleNumber: 977, RuleCount: 744, LinearReduce: 0, SynthReduce: 1678, RuleReduce: 1217, Time: 5.000000
Name: target_12, Result: (x & y), Size: 3, OrigSize: 570, VarNum: 2, IsPoly: false, AlterOrig: 65, AlterDeob: 0, RuleNumber: 977, RuleCount: 236, LinearReduce: 0, SynthReduce: 352, RuleReduce: 218, Time: 6.000000
Name: target_120, Result: ((((~ (((~ (((((~ (((((((~ ((x | y) ^ y)) & (x & (~ y))) - ((~ (((((x | y) & (~ ((((x & (~ y)) & (- y)) | (((y | (~ x)) | (~ ((y | (~ x)) & (2 * (y | (~ x)))))) - (y | (~ x)))) | y))) & (~ (x | y))) - ((- 1) * (x | y))) ^ y)) & (x & (~ y)))) ^ ((y | (~ x)) | ((x | y) ^ y))) | (x & (~ y))) | (~ x)) | y)) | y) | x) | y) | x)) + ((~ ((~ (x | y)) ^ y)) ^ y)) & (((~ (((((~ (((((y | (~ x)) | ((x | y) ^ y)) | (x & (~ y))) | (~ x)) | y)) | y) | x) | y) | x)) + ((~ ((~ (x | y)) ^ y)) ^ y)) | (- ((~ (((((~ ((((((~ (x | y)) ^ y) | ((x | y) ^ y)) | (x & (~ y))) | (~ x)) | y)) | y) | x) | y) | x)) + ((~ ((~ (x | y)) ^ y)) ^ y)))))) ^ (x | y)) | (~ (- ((y | (~ x)) - (- (((~ y) & x) + ((- (y | (~ x))) - (~ ((- 1) * (x & (~ y))))))))))) | (((((~ ((((~ (((((~ (((((((y | (~ x)) | ((x | y) ^ y)) + ((~ ((x | y) ^ y)) & (x & (~ y)))) ^ ((~ ((x | y) ^ y)) & (x & (~ y)))) | (x & (~ y))) | (~ x)) | y)) | y) | x) | y) | x)) + ((~ ((~ (x | y)) ^ y)) ^ y)) | (- ((~ (((((~ (((((((y | (~ x)) | ((x | y) ^ y)) + ((~ ((x | y) ^ y)) & (x & (~ y)))) ^ ((~ ((x | y) ^ y)) & (~ ((~ (x | y)) ^ y)))) | (x & (~ y))) | (~ x)) | y)) | y) | x) | y) | x)) + ((~ ((~ (x | y)) ^ y)) ^ y)))) & ((~ (((((~ (((((((y | (~ x)) | ((x | y) ^ y)) + ((~ (((((x | y) & (~ ((((x & (~ y)) & (- y)) | (((y | (~ x)) | (~ ((y | (~ x)) & (2 * (y | (~ x)))))) - (y | (~ x)))) | y))) & (~ (x | y))) - ((- 1) * (x | y))) ^ y)) & (x & (~ y)))) ^ ((~ ((x | y) ^ y)) & (x & (~ y)))) | (x & (~ y))) | (~ x)) | y)) | y) | x) | y) | x)) + ((~ ((~ (x | y)) ^ y)) ^ y)))) ^ (x | y)) | (~ (- ((y | (~ x)) - (- ((x & (~ y)) + ((- (y | (~ x))) - (~ ((- 1) * (x & (~ y))))))))))) & ((- ((y | (~ x)) - (- ((x & (~ y)) + ((- (y | (~ x))) - (~ ((- 1) * (x & (~ y))))))))) & (~ ((~ ((((~ (((((~ (((((((y | (~ x)) | ((x | y) ^ y)) + (~ ((y | (~ x)) | ((x | y) ^ y)))) ^ ((~ ((x | y) ^ y)) & (x & (~ y)))) | (x & (~ y))) | (~ x)) | y)) | y) | x) | y) | x)) + ((~ ((~ (x | y)) ^ y)) ^ y)) | (- ((~ (((((~ (((((((y | (~ x)) | ((x | y) ^ y)) + (~ ((y | (~ x)) | ((x | y) ^ y)))) ^ ((~ ((x | y) ^ y)) & (~ ((~ (x | y)) ^ y)))) | (x & (~ y))) | (~ x)) | y)) | y) | x) | y) | x)) + ((~ ((~ (x | y)) ^ y)) ^ y)))) & ((~ (((((~ (((((((y | (~ x)) | ((x | y) ^ y)) + (~ ((y | (~ x)) | (((((x | y) & (~ ((((x & (~ y)) & (- y)) | (((y | (~ x)) | (~ ((y | (~ x)) & (2 * (y | (~ x)))))) - (y | (~ x)))) | y))) & (~ (x | y))) - ((- 1) * (x | y))) ^ y)))) ^ ((~ ((x | y) ^ y)) & (x & (~ y)))) | (x & (~ y))) | (~ x)) | y)) | y) | x) | y) | x)) + ((~ ((~ (x | y)) ^ y)) ^ y)))) ^ (x | y))))) & (((~ ((((~ (((((~ (((((y | (~ x)) | ((x | y) ^ y)) | (x & (~ y))) | (~ x)) | y)) | y) | x) | y) | x)) + ((~ ((~ (x | y)) ^ y)) ^ y)) | (- ((~ (((((~ ((((((~ (x | y)) ^ y) | ((x | y) ^ y)) | (x & (~ y))) | (~ x)) | y)) | y) | x) | y) | x)) + ((~ ((~ (x | y)) ^ y)) ^ y)))) & ((~ (((((~ (((((((~ ((x | y) ^ y)) & (x & (~ y))) - ((~ (((((x | y) & (~ ((((x & (~ y)) & (- y)) | (((y | (~ x)) | (~ ((y | (~ x)) & (2 * (y | (~ x)))))) - (y | (~ x)))) | y))) & (~ (x | y))) - ((- 1) * (x | y))) ^ y)) & (x & (~ y)))) ^ ((y | (~ x)) | ((x | y) ^ y))) | (x & (~ y))) | (~ x)) | y)) | y) | x) | y) | x)) + ((~ ((~ (x | y)) ^ y)) ^ y)))) ^ (x | y)) | (~ (- ((y | (~ x)) - (- ((x & (~ y)) + ((- (y | (~ x))) - (~ ((- 1) * (x & (~ y))))))))))))), Size: 1013, OrigSize: 7996, VarNum: 2, IsPoly: false, AlterOrig: 808, AlterDeob: 60, RuleNumber: 977, RuleCount: 5978, LinearReduce: 2789, SynthReduce: 284, RuleReduce: 4923, Time: 61.000000
Name: target_121, Result: (x ^ y), Size: 3, OrigSize: 759, VarNum: 2, IsPoly: false, AlterOrig: 72, AlterDeob: 0, RuleNumber: 977, RuleCount: 79, LinearReduce: 0, SynthReduce: 356, RuleReduce: 403, Time: 8.000000
Name: target_122, Result: (x & y), Size: 3, OrigSize: 2088, VarNum: 2, IsPoly: false, AlterOrig: 105, AlterDeob: 0, RuleNumber: 977, RuleCount: 4869, LinearReduce: 1755, SynthReduce: 96, RuleReduce: 237, Time: 58.000000
Name: target_123, Result: ((x | y) | ((((- ((~ (y & (((((~ x) & (x ^ ((y - 1) | y))) | y) | (y - 1)) ^ ((~ y) & (((y - 1) | y) + ((~ y) & (- y))))))) & y)) | (~ ((~ ((((~ ((((- y) | y) - (((~ (x & y)) + (- y)) - (((- (y | (~ x))) & (~ (x & y))) | (~ (x & y))))) ^ ((- 1) * y))) + y) ^ (~ y)) & y)) | y))) ^ (x | y)) ^ (x | y))), Size: 95, OrigSize: 588, VarNum: 2, IsPoly: false, AlterOrig: 61, AlterDeob: 11, RuleNumber: 977, RuleCount: 902, LinearReduce: 175, SynthReduce: 108, RuleReduce: 305, Time: 64.000000
Name: target_124, Result: (x & y), Size: 3, OrigSize: 399, VarNum: 2, IsPoly: false, AlterOrig: 41, AlterDeob: 0, RuleNumber: 977, RuleCount: 283, LinearReduce: 16, SynthReduce: 324, RuleReduce: 59, Time: 8.000000
Name: target_125, Result: (x & y), Size: 3, OrigSize: 839, VarNum: 2, IsPoly: false, AlterOrig: 94, AlterDeob: 0, RuleNumber: 977, RuleCount: 248, LinearReduce: 0, SynthReduce: 722, RuleReduce: 117, Time: 6.000000
Name: target_126, Result: (x | y), Size: 3, OrigSize: 1037, VarNum: 2, IsPoly: false, AlterOrig: 84, AlterDeob: 0, RuleNumber: 977, RuleCount: 306, LinearReduce: 2, SynthReduce: 769, RuleReduce: 266, Time: 8.000000
Name: target_127, Result: (x | y), Size: 3, OrigSize: 1667, VarNum: 2, IsPoly: false, AlterOrig: 29, AlterDeob: 0, RuleNumber: 977, RuleCount: 778, LinearReduce: 0, SynthReduce: 1553, RuleReduce: 114, Time: 8.000000
Name: target_128, Result: (x ^ y), Size: 3, OrigSize: 1168, VarNum: 2, IsPoly: false, AlterOrig: 94, AlterDeob: 0, RuleNumber: 977, RuleCount: 473, LinearReduce: 0, SynthReduce: 979, RuleReduce: 189, Time: 3.000000
Name: target_129, Result: (x | y), Size: 3, OrigSize: 627, VarNum: 2, IsPoly: false, AlterOrig: 26, AlterDeob: 0, RuleNumber: 977, RuleCount: 266, LinearReduce: 0, SynthReduce: 525, RuleReduce: 102, Time: 11.000000
